气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
3,598.06,23.04,83.37,43.10,2.47,11.1680,154.0870
4,876.73,461.28,56.02,51.71,3.56,5.7921,83.4671
5,839.19,112.93,47.87,41.90,11.53,5.5093,49.3867
6,891.99,310.85,44.66,38.77,18.34,5.5353,39.7890
7,294.25,340.71,68.56,58.85,2.90,6.0139,142.3102
8,561.56,284.85,59.36,39.04,8.94,11.4913,70.7766
9,792.64,332.69,72.83,48.83,171.46,8.0558,133.2557
10,841.61,303.80,54.95,43.64,17.97,7.0086,67.7911
11,263.27,118.17,69.10,46.59,154.20,7.2312,114.4639
12,363.34,395.34,44.94,38.78,25.65,8.0421,40.3037
13,306.66,148.49,53.08,39.99,18.51,4.5972,57.9620
15,429.96,366.99,62.73,37.30,164.06,12.0479,75.5000
23,853.46,11.32,48.10,28.64,5.18,4.1257,34.0801
24,663.75,57.17,73.14,37.55,178.19,7.9655,103.3387
25,751.85,362.93,58.31,41.00,31.95,10.4076,71.7150
26,494.90,56.59,62.45,41.10,163.16,9.9002,82.4722
27,616.59,70.71,69.65,32.68,173.77,16.8778,81.5541
28,729.17,76.28,69.41,39.24,25.61,8.7686,97.2460
29,410.64,12.47,54.54,42.60,17.91,12.0861,65.1757
31,589.46,405.15,44.24,42.84,176.93,9.1837,43.1323
32,549.06,450.79,40.62,33.61,94.54,6.8403,28.5316
33,762.71,260.86,75.26,36.14,28.56,8.4764,105.3179
34,523.51,197.93,43.36,37.83,171.59,9.4961,36.5971
35,524.39,245.75,91.23,49.88,153.28,9.7352,213.5778
52,373.90,208.28,86.14,53.61,123.58,8.3312,204.6652
63,777.50,109.23,88.24,65.65,22.47,11.1875,262.9641
65,458.79,190.92,69.54,66.96,16.52,11.2654,166.5590
67,637.15,343.07,48.82,32.35,160.21,9.1096,39.6616
69,674.20,285.01,66.68,35.55,20.22,10.0864,81.3241
70,315.21,470.77,89.74,56.71,2.79,4.3516,234.9630
72,650.27,234.78,53.80,32.44,14.61,11.1736,48.3157
79,703.04,119.28,51.69,50.32,85.93,11.1777,69.1656
80,429.19,16.27,67.53,52.58,147.85,4.5840,123.3540
89,394.08,479.87,77.01,44.11,160.58,7.1310,134.5947
200,866.68,180.40,37.08,35.42,174.88,5.4914,25.0560
211,308.54,588.68,43.93,43.62,4.30,6.9114,43.2945
54,671.41,185.76,33.28,28.57,4.98,7.4706,16.2808
46,546.41,78.15,73.88,42.70,174.73,10.1071,119.9257
238,876.76,617.31,23.82,23.09,0.19,5.3870,6.7403
263,691.57,482.26,88.86,47.44,175.99,10.2271,192.7374
265,514.56,483.65,55.06,43.65,2.43,8.5186,68.0896
84,370.83,156.11,67.33,33.69,148.47,6.6606,78.5692
282,649.16,489.82,66.79,51.64,5.96,10.4907,118.5248
83,474.34,303.54,90.03,37.65,2.69,11.1404,156.9745
37,748.87,389.42,76.51,44.47,19.38,8.4832,133.9491
320,423.84,503.68,99.49,52.49,162.90,7.5007,267.2782
316,719.68,416.99,65.05,54.79,25.79,7.7430,119.2688
43,422.21,226.40,73.63,48.24,157.47,9.0521,134.5363
299,448.97,257.29,39.45,36.34,177.42,9.2653,29.0991
349,271.74,587.47,60.83,32.74,1.91,10.1780,62.3247
358,665.07,563.78,45.88,43.41,93.63,10.1170,47.0036
20,589.66,333.33,45.49,39.30,9.23,8.1568,41.8399
322,773.51,531.81,103.90,40.60,14.67,10.2148,225.4729
379,352.22,580.54,65.81,47.36,170.26,15.6182,105.5058
266,593.87,466.75,86.94,47.68,13.24,13.5884,185.4000
314,533.46,298.98,59.69,44.89,157.27,26.8128,82.2975
380,759.14,575.94,78.38,63.46,0.38,13.1827,200.5936
400,647.87,565.68,70.16,63.14,6.19,14.3970,159.8709
406,284.63,651.05,29.76,28.69,176.56,6.4630,13.0696
413,350.45,23.07,42.50,41.01,177.15,4.7984,38.1080
414,496.31,578.98,118.75,79.61,171.93,18.0691,577.5383
439,722.63,675.12,36.69,35.83,0.61,7.0170,24.8179
456,435.76,648.96,60.37,44.78,11.94,9.5496,83.9639
474,520.10,658.63,99.87,57.36,167.14,12.0976,294.3283
484,730.87,628.51,49.58,44.17,111.76,4.2569,55.8586
471,590.00,664.91,55.67,50.55,0.95,9.1387,80.5842
42,691.13,294.74,42.72,40.68,6.54,12.3815,38.1869
541,615.66,744.82,46.33,33.18,11.26,19.6210,36.6367
17,667.30,223.55,51.17,41.51,4.94,9.2109,55.9172
554,541.61,717.69,72.18,36.86,153.74,12.5219,98.8109
517,509.57,624.62,67.53,61.39,9.66,9.8424,144.0017
560,312.54,762.91,80.78,47.71,157.56,8.9602,160.1895
57,648.15,278.95,47.48,43.84,1.03,8.2100,50.8479
569,567.31,104.62,32.24,31.51,89.36,9.8389,16.8487
572,609.71,762.69,94.78,43.59,178.38,7.1376,201.4367
530,455.56,742.85,76.08,55.72,133.96,15.3243,165.9221
580,487.99,770.09,55.99,40.54,151.72,12.2814,65.3911
581,770.84,786.22,38.96,32.16,7.68,5.0738,25.1105
595,719.61,792.56,44.30,32.00,13.21,3.8731,32.3121
606,517.99,5.28,29.39,10.92,179.37,3.2889,4.8513
597,755.56,794.57,64.80,35.63,22.95,14.3833,76.9668
607,714.63,125.00,46.65,37.15,107.24,16.2647,41.5861
51,779.21,156.41,30.91,30.60,179.88,8.2349,15.0437
588,635.35,779.79,89.24,41.45,3.23,9.7223,169.8365
610,543.20,262.15,37.41,33.11,110.24,20.0946,23.8410
540,730.78,311.38,10.29,10.15,94.39,7.1569,0.5522
287,605.03,483.12,63.37,37.80,22.71,34.4613,78.0991
