气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
3,599.25,14.53,83.33,34.18,0.01,10.7708,122.0939
4,876.38,454.51,55.63,50.29,2.38,5.5001,80.0557
5,838.90,105.49,47.16,41.97,16.20,7.5071,48.0257
6,892.57,304.90,44.26,38.41,12.94,5.4569,38.7133
7,294.01,332.59,69.12,59.47,4.97,7.9667,146.1699
8,561.95,271.90,61.66,40.23,12.72,10.5053,78.6839
9,792.75,323.18,73.03,48.36,172.58,7.9492,132.6942
10,841.55,295.91,55.94,42.86,16.11,6.1845,68.9960
11,264.38,109.93,69.75,46.59,155.61,8.2149,116.6118
12,364.09,387.10,44.58,38.38,23.03,7.8695,39.2538
13,308.03,141.87,56.13,41.40,25.85,5.6386,67.0970
15,429.70,354.14,62.37,37.41,165.97,11.6624,74.8714
23,854.18,8.34,50.04,21.64,1.16,4.1930,27.8796
24,665.02,47.14,70.10,37.99,1.84,8.8803,96.0336
25,752.94,352.24,58.19,39.95,30.04,10.9702,69.6020
26,493.57,46.23,61.47,41.96,160.45,10.1690,81.5621
27,617.47,57.38,70.44,33.26,175.26,11.6124,84.9012
28,729.66,66.51,68.69,39.88,26.75,11.5715,96.8213
29,408.32,6.23,50.57,25.46,4.65,4.7564,33.5005
31,589.37,395.37,44.49,42.47,176.64,9.2352,43.2413
32,550.69,441.97,40.10,36.89,90.27,6.7873,30.5186
33,761.92,250.54,72.25,34.37,24.93,11.0800,92.2884
34,522.78,187.81,45.44,36.87,146.51,9.0237,39.1649
35,522.16,234.51,94.08,50.06,154.21,9.8472,227.9456
52,372.82,196.63,84.41,54.37,121.68,7.1633,199.2888
63,775.03,98.44,91.33,63.28,17.99,9.4949,271.5619
65,460.93,181.99,74.72,63.64,32.86,5.9284,182.7697
67,636.66,331.83,52.49,31.19,162.12,10.5113,44.2132
69,674.84,273.62,67.51,34.46,22.24,7.1562,80.7970
70,314.49,462.87,90.27,55.71,5.03,8.5630,233.5631
72,650.84,222.81,52.78,31.66,13.49,11.3040,45.3725
79,701.83,111.57,56.11,52.12,89.30,9.1053,84.4082
80,432.59,10.85,66.54,44.76,150.25,11.4255,101.9494
89,393.76,471.58,76.98,42.51,158.27,4.6627,129.5860
200,865.63,174.57,37.42,35.49,174.98,6.4402,25.5617
211,310.30,581.84,44.90,42.47,2.82,7.4150,44.0569
54,671.48,176.54,33.33,28.16,3.11,7.9073,16.0939
46,546.70,66.20,75.71,44.17,174.73,11.8422,130.2561
238,876.86,611.86,23.24,22.87,0.19,3.8156,6.3547
263,691.93,470.99,89.03,46.61,177.06,9.0216,190.0736
265,514.41,473.15,54.12,44.02,3.94,8.7730,66.3229
84,371.16,146.47,64.51,33.72,148.01,9.8895,72.1824
282,650.43,478.99,70.86,51.14,16.34,11.0594,132.1057
83,475.15,291.77,80.40,39.22,175.12,12.7868,130.4387
37,748.45,375.68,77.98,47.85,25.50,18.0313,149.6816
320,422.90,490.74,103.66,53.61,164.80,10.9782,296.4062
316,720.07,407.65,65.22,54.62,26.61,8.2447,119.5123
43,421.22,214.99,72.87,48.33,159.37,12.0273,132.0450
299,449.31,247.81,39.36,36.48,179.77,8.9150,29.0716
349,271.75,578.02,62.62,32.21,2.29,10.3076,64.9761
20,589.69,324.41,45.32,39.64,9.96,7.7542,41.8805
322,773.18,521.30,106.39,41.25,16.33,8.3573,240.1967
379,351.24,569.96,63.25,46.83,168.97,9.0370,96.3681
266,596.06,452.70,87.50,44.96,11.56,13.1970,177.0656
314,533.45,286.80,59.35,50.48,159.43,7.2903,91.4737
380,759.00,564.98,78.46,65.34,11.35,10.2754,206.9118
406,283.73,644.55,30.78,28.06,174.39,5.6625,13.6755
413,350.29,17.11,41.76,39.57,175.81,4.3718,35.5055
414,493.07,568.81,119.41,78.62,167.53,9.3299,576.7990
439,722.00,667.50,37.72,36.36,178.61,5.6012,26.6175
456,437.11,638.76,61.09,45.28,11.84,8.6464,86.9471
474,516.73,648.04,96.83,55.38,160.24,8.2052,267.1415
484,730.10,619.36,48.14,46.37,171.83,9.5578,55.2794
471,589.52,653.33,58.01,50.10,6.65,9.1577,86.7472
42,689.91,287.31,44.22,35.80,6.66,7.0548,36.0220
541,612.35,738.90,73.62,36.71,0.77,3.4094,102.3625
17,666.88,212.70,51.80,40.36,9.40,10.4093,55.7199
554,540.88,704.16,70.19,37.63,153.04,10.2432,95.3796
517,509.56,617.12,68.21,65.29,4.75,9.3152,156.2924
560,312.14,752.54,80.82,47.00,156.40,8.0693,157.9328
57,646.86,268.89,46.11,42.95,2.83,8.8906,46.9870
569,567.16,94.70,30.25,29.03,176.25,10.1816,13.6672
572,608.38,748.64,102.58,41.87,1.33,14.0989,226.6704
530,452.87,731.65,76.46,57.02,135.39,8.1682,171.5093
