气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,723.70,83.79,48.73,40.73,169.08,9.1914,49.7563
10,839.99,138.11,55.18,40.55,40.74,5.4363,63.5172
25,735.87,119.91,62.92,35.81,165.88,12.9292,72.9232
32,513.48,254.86,60.69,44.14,173.39,9.1105,83.6311
33,761.83,6.96,99.88,38.20,14.67,7.1736,196.0213
67,585.99,57.33,68.12,44.75,19.86,13.8656,106.8117
70,250.82,274.26,74.45,50.81,25.76,6.3789,144.8809
263,660.17,248.64,81.13,52.33,19.01,9.6591,177.1919
83,381.99,30.21,87.54,53.67,3.14,8.8621,211.5909
322,776.02,293.88,88.84,61.45,154.17,7.8306,249.4866
266,555.63,184.27,59.69,35.98,147.71,8.1552,65.9612
380,714.98,318.52,65.36,35.18,17.71,8.9024,77.3104
414,392.14,338.57,71.98,38.55,143.79,6.6418,102.7515
439,656.35,495.47,68.56,39.68,11.93,14.0086,95.9472
456,394.36,404.01,100.71,48.90,144.87,9.1979,255.1375
484,705.46,451.39,43.62,41.00,171.74,7.3135,40.1442
57,575.07,17.78,51.04,44.71,8.64,8.0770,59.9230
572,529.22,472.00,93.55,45.13,154.24,12.3814,203.1890
530,354.33,538.35,47.81,39.67,18.06,6.0463,46.6448
580,461.61,513.64,84.69,48.42,3.70,10.5286,178.6825
595,723.03,579.07,90.12,47.20,15.16,10.3788,197.1889
597,724.60,541.73,61.61,45.91,51.45,8.2249,89.6582
588,584.53,510.83,68.18,38.38,168.35,9.8349,91.7839
358,629.20,314.67,74.97,33.85,178.01,12.2898,97.8995
682,645.57,582.73,77.35,32.04,4.34,10.3966,98.6287
735,518.49,685.56,54.62,46.40,173.66,9.9251,71.2096
736,400.29,658.65,73.06,46.53,157.87,9.2564,127.7751
8,475.93,4.34,87.20,18.50,177.12,33.3412,72.3623
802,724.87,295.30,53.18,47.58,92.74,13.6090,69.2296
811,590.23,258.20,80.01,47.20,176.23,12.2465,155.4414
812,875.09,590.96,56.50,51.08,171.33,6.7235,83.9004
813,844.82,246.24,48.59,39.40,27.77,6.2299,47.8500
814,317.33,274.73,56.78,40.34,146.40,6.4151,66.9010
815,432.12,67.01,106.35,40.77,176.95,9.8445,237.1967
816,592.11,593.54,44.53,42.68,3.14,9.7272,43.5487
817,286.10,500.66,75.94,48.82,17.92,10.3562,144.8421
818,313.15,638.43,70.51,48.17,171.83,6.9664,123.1867
819,879.44,436.51,45.17,43.23,2.54,7.6045,45.3729
820,425.54,581.06,52.74,38.13,173.86,13.6915,54.5649
821,833.99,456.38,69.45,41.52,30.06,6.3986,103.0040
822,310.08,715.42,45.74,44.95,90.09,5.7703,48.3767
823,883.34,294.19,38.88,35.25,5.36,6.0820,27.4076
824,534.71,382.12,44.51,40.10,4.49,8.9909,40.8718
825,756.76,439.99,71.41,49.42,22.89,7.2454,129.6280
