气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
1,438.46,175.40,98.41,57.33,5.78,10.1457,285.6111
2,379.86,133.70,86.56,56.65,7.13,10.2815,218.3569
3,587.96,384.90,92.94,47.64,8.18,10.5975,211.6850
4,873.92,658.61,60.21,49.50,160.84,6.2320,92.3181
5,847.34,316.14,46.64,38.23,25.25,7.0060,42.7840
6,875.88,511.95,61.02,35.51,23.94,6.7567,68.0180
7,279.75,586.97,76.33,47.32,4.98,6.1613,141.8237
8,598.60,632.31,65.24,37.23,152.27,11.0986,81.5245
9,802.14,625.40,70.68,52.42,157.07,5.8899,134.7106
10,822.40,533.08,63.49,46.79,27.94,8.7304,97.0262
11,255.05,353.78,79.13,46.22,9.60,6.0437,148.8760
12,354.83,613.10,44.64,38.51,13.96,6.3895,39.4757
13,316.24,330.80,46.94,43.03,172.64,5.7110,48.7663
15,421.35,681.42,63.85,37.64,11.69,8.9885,78.9425
16,720.97,177.95,49.85,38.36,162.48,10.3228,49.0377
17,695.43,488.57,55.31,44.56,151.71,7.1684,70.1499
18,783.34,473.16,37.39,34.85,0.57,7.1121,25.0638
19,471.90,456.26,45.14,35.47,174.60,6.8658,37.1870
20,597.71,572.47,43.28,41.63,174.65,7.8404,40.1117
22,366.54,223.26,44.23,42.19,1.36,7.4207,42.4505
23,828.04,209.32,52.28,41.95,29.42,6.2134,58.9834
24,660.71,346.98,67.30,59.98,1.56,7.5216,139.7593
25,712.19,629.84,56.04,46.63,45.44,7.0155,75.3260
26,520.62,359.13,62.25,46.25,7.14,9.2806,92.2152
27,634.68,434.16,73.93,36.21,178.29,10.1278,101.8153
28,737.88,353.70,55.48,42.19,6.48,9.5922,66.8055
29,434.60,349.01,61.48,38.62,152.94,8.6682,75.0989
30,569.18,107.36,48.64,47.87,175.64,9.2347,58.2533
31,591.97,691.77,44.54,43.27,6.84,7.6549,44.1602
32,538.31,729.05,38.12,37.39,1.10,10.2039,27.9531
33,751.33,530.72,57.34,45.86,18.67,7.1432,77.5595
34,539.53,479.87,43.06,38.03,3.92,7.5236,36.2768
35,541.99,588.03,87.87,50.05,148.93,8.0117,198.8189
36,562.21,336.83,32.71,30.92,91.45,8.1027,17.0219
38,644.46,145.42,115.01,45.14,4.42,10.2912,307.1617
39,539.23,553.17,30.97,29.31,178.82,8.8485,14.4618
40,569.83,287.23,57.38,40.88,148.09,7.4429,69.2412
41,483.37,294.40,79.54,42.67,147.60,8.5796,138.8977
42,703.86,536.25,46.17,42.51,3.88,7.3827,46.6083
45,740.69,226.47,62.15,38.16,170.38,12.8491,75.8215
48,601.43,25.05,95.93,45.60,161.00,10.0536,215.9282
52,405.25,497.10,93.65,47.39,147.25,8.1489,213.8462
53,532.13,211.85,83.19,45.70,169.14,8.6767,162.7014
55,517.77,60.58,65.90,45.12,179.45,15.0177,100.7960
56,609.28,65.68,83.78,45.93,2.92,8.0769,165.8791
57,651.76,556.20,53.39,43.16,176.77,5.6242,63.3013
59,719.26,225.03,48.05,42.30,9.09,8.5546,50.2397
60,722.40,92.38,54.02,36.01,32.58,12.6900,54.0681
61,708.09,424.25,66.91,27.74,8.93,9.0276,63.8925
62,594.17,227.24,38.79,35.35,86.73,8.0104,27.3699
63,780.74,391.20,76.63,53.46,152.01,11.0571,161.5114
64,467.57,263.99,74.71,42.37,144.42,13.3102,121.6549
65,414.62,466.00,89.82,50.15,153.13,11.9637,208.1372
67,637.00,700.77,55.86,40.39,19.58,9.9435,64.8333
68,406.31,242.23,70.59,43.87,165.78,10.2145,112.4596
69,658.09,602.20,64.84,40.13,175.37,8.2379,86.8032
70,318.44,719.76,73.12,40.26,164.17,8.0976,110.7201
71,576.79,163.80,73.70,40.27,15.13,10.3121,112.5065
72,643.02,571.73,49.67,36.79,179.98,10.2414,46.6862
73,772.64,71.01,85.94,57.95,25.98,7.6048,220.1783
74,755.60,106.27,77.11,36.95,20.15,8.3701,113.0259
77,489.49,90.26,84.93,41.57,163.84,12.6067,154.2477
79,725.50,397.00,79.30,41.56,37.45,12.3935,134.4732
80,438.26,280.85,63.00,58.90,3.61,8.8485,120.2431
81,549.93,193.67,58.86,43.75,158.14,14.4066,77.9735
89,405.54,752.11,78.89,50.07,166.85,9.6413,160.3004
200,884.07,352.12,38.18,34.45,13.89,5.8449,25.8384
202,823.33,5.70,68.42,19.27,177.43,9.1922,46.4085
204,754.46,636.13,22.29,22.06,89.56,7.3402,5.6406
205,703.32,77.05,33.19,32.56,92.68,4.6952,18.4594
206,500.50,6.47,42.49,21.31,178.56,4.7318,19.7906
211,315.95,779.00,52.76,44.41,172.09,4.2411,63.5979
139,453.40,5.48,68.89,30.05,165.65,3.8438,73.3770
47,375.58,245.03,34.80,27.98,5.11,15.8536,17.4329
87,521.35,79.09,81.92,45.56,151.29,21.3397,157.3088
54,677.61,415.87,35.62,33.63,1.69,4.2247,21.9513
51,764.70,465.57,34.80,25.16,21.93,9.8196,15.6763
46,569.00,437.67,69.00,36.50,170.24,12.5425,89.3828
238,872.88,781.47,24.37,24.32,89.87,6.0341,7.4288
43,441.87,547.09,66.55,53.70,163.82,13.1490,122.3464
255,593.72,788.81,56.95,51.85,177.16,17.2951,86.5287
263,690.29,788.36,83.39,38.42,173.08,6.5424,137.4573
265,519.25,783.43,48.62,41.60,175.97,5.6914,50.5860
266,563.09,793.03,70.17,40.09,16.27,36.3765,101.5527
86,640.85,267.49,67.08,36.86,8.82,17.3452,85.3302
78,658.29,261.78,85.49,35.98,4.78,10.3765,135.2842
84,396.94,430.84,69.16,42.90,155.64,12.6442,105.5713
280,766.12,793.36,37.79,17.98,3.21,5.6804,13.2106
282,650.16,791.38,66.04,39.52,149.81,5.8515,88.6625
83,455.56,627.99,71.04,58.17,168.34,10.9980,151.0033
299,468.22,546.93,33.24,24.87,94.28,9.1152,14.1360
302,608.92,65.67,85.02,45.74,3.16,0.0000,170.0889
37,716.52,692.25,81.74,53.93,12.59,35.2264,185.3514
