气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,724.06,76.92,49.08,39.79,171.81,13.3158,49.3163
10,840.49,133.41,55.30,41.52,38.94,6.2117,65.3306
25,736.82,112.66,62.03,37.43,166.48,15.9884,74.0902
32,513.42,247.88,60.15,45.28,171.73,10.1187,84.2785
33,766.10,4.58,91.09,28.25,11.93,12.2946,120.5735
67,587.56,49.46,64.95,47.36,19.40,11.6304,102.7757
70,251.31,269.08,74.59,52.06,29.25,6.6755,149.0252
263,660.81,242.26,81.91,51.33,18.70,8.7970,177.1753
83,381.09,24.07,87.21,51.61,178.64,9.2455,201.9459
322,777.06,287.54,88.23,61.37,155.11,8.1927,245.7654
266,554.02,176.96,60.89,35.88,146.64,10.2008,68.4262
380,714.15,311.81,61.47,33.60,20.88,7.1400,65.3017
414,391.24,331.83,69.97,39.91,141.97,10.0253,100.5333
439,655.88,488.84,68.38,37.85,11.89,7.8086,91.0513
456,391.51,397.53,101.03,51.56,145.85,9.7592,270.7425
484,704.80,445.37,42.43,40.61,174.71,9.6515,37.6069
57,577.46,15.23,54.14,41.07,10.96,1.9416,61.9324
572,531.43,464.37,92.39,47.06,154.57,10.9870,206.6363
530,354.35,533.88,48.11,40.02,21.91,6.7138,47.6388
580,461.96,506.54,89.66,47.95,3.55,11.0090,198.3143
595,724.24,571.70,91.31,47.55,17.13,8.6552,203.9587
597,725.38,535.27,61.69,45.10,47.69,7.4863,88.2964
588,584.04,503.44,67.46,38.92,171.48,10.8544,91.1002
358,629.75,306.05,74.76,34.19,178.08,11.7657,98.3113
682,645.85,574.84,78.11,30.80,4.96,10.6592,96.6719
735,518.24,678.64,54.56,46.53,175.99,9.7266,71.2442
736,400.12,652.29,72.88,46.37,159.33,9.2650,126.7188
8,467.32,7.31,55.02,14.57,179.82,38.8263,22.6966
802,727.12,288.23,53.55,50.26,87.27,15.1848,74.1362
811,590.25,250.32,78.87,45.76,176.81,11.2117,146.4557
812,875.20,587.16,57.02,50.41,171.58,4.6486,84.3092
813,844.80,241.48,48.88,39.87,22.46,6.9544,49.0003
814,317.77,270.28,57.88,40.33,147.41,5.3848,69.5199
815,430.88,61.33,107.62,43.45,176.96,8.5659,258.8855
816,592.34,587.02,44.92,42.99,5.06,9.6895,44.6211
817,286.32,494.77,75.19,48.30,19.12,7.8053,140.4531
818,313.17,633.18,71.14,50.65,169.85,7.4443,131.8832
819,880.05,431.49,44.90,44.33,177.22,7.7357,45.9653
820,425.72,573.26,51.76,38.62,171.81,11.6926,53.2331
821,834.13,451.31,69.41,41.87,29.00,7.1900,103.7568
822,309.34,711.15,47.02,45.44,177.44,5.6048,51.6797
823,882.35,289.98,38.49,35.38,1.72,6.8912,26.9571
824,534.58,375.58,44.68,40.23,5.33,8.6382,41.3116
825,756.87,432.98,70.42,48.40,25.34,9.0806,123.4687
826,681.50,395.35,51.62,46.08,174.03,7.5218,63.1727
828,542.13,626.27,38.26,37.21,2.94,8.6502,28.0211
829,385.02,136.88,76.32,41.49,148.29,8.8220,124.3224
830,421.01,224.68,78.72,41.66,149.05,10.2291,132.8035
831,366.72,124.14,49.12,35.15,143.54,6.9966,43.6419
832,799.48,513.92,76.29,48.54,170.62,8.1714,145.3329
833,590.53,137.43,40.67,37.22,20.97,6.9218,31.6707
834,779.69,392.07,43.12,37.62,7.19,5.7586,35.9759
835,559.19,306.26,79.29,35.56,170.94,11.1882,115.0112
836,438.29,190.17,62.87,58.08,2.62,9.6551,118.1145
837,465.97,171.02,72.94,41.47,145.75,8.2766,113.5151
838,641.37,452.17,49.85,38.54,6.78,12.2971,49.2635
839,872.70,721.50,23.94,23.78,2.13,5.4858,7.0111
840,754.13,556.35,24.92,21.45,4.34,6.9896,6.8562
841,778.13,343.96,34.59,27.89,23.99,10.7554,17.1624
842,692.05,679.62,83.22,41.77,4.00,11.9590,148.8236
844,451.57,143.09,69.67,43.86,153.79,8.7747,109.5054
845,657.56,454.48,52.34,41.60,9.37,9.5957,58.6165
846,674.01,335.62,32.70,31.49,178.92,7.0625,17.3236
852,645.53,689.02,59.23,53.47,7.22,11.3300,96.4872
517,431.86,365.44,87.90,70.25,155.50,5.5914,279.2406
