气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,720.52,167.03,49.87,37.72,157.40,9.5668,48.2618
10,829.79,201.06,52.97,41.89,30.64,6.5345,60.4682
25,740.38,215.00,67.49,38.95,168.65,8.8676,91.2797
32,519.97,347.82,60.14,47.13,8.60,10.7694,87.6968
33,758.20,93.92,76.92,36.67,20.90,12.2525,111.6270
67,580.99,151.94,75.68,39.85,16.27,9.9036,117.3996
70,254.31,344.93,78.59,45.59,11.58,6.1347,144.8765
72,598.79,14.20,98.01,44.98,159.24,8.2263,222.2644
263,661.07,337.11,68.29,60.64,2.65,10.8381,145.5077
83,378.17,122.08,85.72,57.63,9.57,9.7720,217.8249
37,721.05,212.15,46.33,41.91,0.40,9.3391,46.2673
20,552.21,183.23,52.23,46.44,1.86,5.6531,65.1841
322,781.45,378.94,74.09,53.80,152.16,10.0248,151.9343
266,568.47,276.52,55.91,39.46,151.79,7.6627,63.4685
380,708.09,411.91,65.57,26.84,11.74,8.9656,59.3854
414,395.81,418.92,70.13,40.41,154.51,10.2588,102.2571
439,656.99,589.87,66.68,41.46,2.68,9.2667,94.8240
456,405.48,484.49,96.43,45.32,145.23,8.2727,216.8089
484,704.26,526.91,45.48,42.00,1.77,7.8155,44.6930
17,609.33,53.37,80.12,46.37,179.02,6.3387,153.1312
554,440.52,533.75,65.71,53.79,158.76,10.2678,119.4946
57,570.11,95.75,48.43,47.65,86.70,9.3334,57.4950
572,539.87,573.90,84.32,51.88,150.39,22.2918,189.7732
530,354.38,604.43,44.35,38.00,13.32,7.1021,38.4581
580,457.53,614.38,70.76,58.09,175.84,11.5299,149.6333
595,717.53,677.78,84.38,51.70,14.09,15.8956,189.3915
597,713.08,619.13,58.00,46.22,46.93,6.7466,79.9900
588,598.03,618.86,62.66,38.43,151.25,8.8475,77.6304
287,563.02,327.27,31.67,28.81,91.30,8.0659,14.8656
358,634.19,421.18,73.23,37.34,178.40,10.9904,103.0032
682,637.66,686.59,55.61,38.72,16.21,10.3686,61.5983
735,519.49,775.93,47.21,45.85,176.81,9.1213,52.5687
736,404.50,741.60,77.64,50.60,167.56,7.9417,156.9302
42,645.75,132.60,115.36,45.40,4.30,8.8113,310.7970
8,488.37,77.94,88.24,43.79,165.76,9.6450,175.4104
802,727.02,387.71,86.83,47.38,37.50,5.1009,183.8003
811,588.15,369.96,91.74,46.84,4.87,12.3828,202.8186
812,874.21,651.66,61.05,48.15,157.69,5.3037,92.3316
813,847.03,308.47,46.53,38.54,24.64,6.3336,42.9223
814,316.56,323.88,45.31,43.96,176.49,4.5409,46.4395
815,437.56,162.67,99.95,54.57,6.37,9.8987,280.4666
816,591.76,680.10,43.58,42.70,2.76,8.0312,41.7300
817,280.03,576.49,76.31,48.06,6.85,7.4580,143.9894
818,318.01,711.04,73.71,39.27,166.17,6.6318,109.7634
819,876.07,503.05,59.89,35.29,26.06,7.4860,65.1145
820,422.66,670.40,66.06,36.27,10.68,8.5349,81.4183
821,824.51,523.75,65.31,45.85,31.38,8.2573,100.5960
822,313.89,771.70,53.44,42.40,151.04,5.6305,62.2947
823,884.68,345.69,36.86,34.86,2.97,6.2384,24.3752
824,539.14,468.40,44.41,39.16,7.69,8.6383,39.7356
825,751.86,520.65,59.68,45.99,19.84,7.3200,84.2561
826,694.39,478.44,54.92,44.85,151.65,7.6526,69.5817
827,597.67,562.74,44.70,41.81,174.96,7.9690,42.9730
828,538.64,718.21,38.16,37.03,1.54,8.6580,27.7393
829,404.61,231.34,73.25,44.43,163.76,10.1855,122.6366
830,434.48,336.91,59.38,39.29,149.30,9.0598,71.2675
831,365.91,216.18,44.20,43.50,4.20,5.1543,43.7274
832,802.77,613.63,72.00,52.70,156.70,8.3873,140.5300
833,593.52,217.34,38.12,37.05,92.71,7.0957,27.6946
834,782.96,464.83,38.84,35.39,3.60,6.9648,27.4567
835,567.81,423.59,67.84,36.14,169.41,11.1418,85.5711
836,438.16,271.11,61.23,59.57,88.15,11.2387,114.8837
837,482.00,280.42,76.00,44.03,145.81,11.2877,130.8470
838,643.34,559.39,54.29,36.21,7.57,11.1144,54.9111
839,872.72,774.68,25.22,23.59,0.56,5.6937,7.7174
840,755.18,627.54,22.07,21.85,90.04,7.2299,5.4726
841,766.22,453.13,33.60,24.90,22.81,8.6101,14.4665
842,693.87,780.75,76.41,48.82,174.90,4.5266,146.6443
843,539.02,542.36,30.99,28.93,178.70,11.8409,14.2955
844,466.08,250.06,74.53,41.94,146.85,11.9069,119.8452
845,652.65,544.62,50.31,42.21,3.52,8.3540,54.9771
846,676.69,407.30,35.31,32.68,178.25,8.8444,20.9683
847,704.28,69.01,33.14,32.90,91.96,5.1216,18.5904
848,533.29,200.35,80.15,49.27,172.63,8.6484,162.8342
849,737.31,342.71,55.60,41.50,3.09,8.0227,65.9904
850,774.25,61.22,82.39,56.12,23.17,6.7238,195.9895
852,650.17,782.91,55.33,44.88,162.14,7.8290,70.6810
853,721.68,81.28,51.26,35.93,24.36,7.0258,48.5795
854,601.22,777.08,47.44,43.33,177.46,7.9892,50.1617
855,764.89,788.97,35.21,27.25,177.10,4.7318,17.3754
856,567.20,779.93,73.92,43.53,6.45,14.0185,122.3638
517,418.06,448.71,79.31,43.86,150.77,18.1533,141.9128
760,466.68,447.43,53.76,34.32,3.57,6.0004,51.0435
867,502.16,6.21,34.13,14.02,179.12,2.5695,8.4044
879,444.60,6.86,56.37,19.50,178.68,6.0285,31.8805
316,652.57,249.07,89.14,37.75,179.73,10.6428,154.3166
886,541.80,591.61,61.87,37.44,162.22,16.1945,73.7242
887,398.78,462.15,53.72,48.46,115.95,28.0967,71.9479
893,438.34,792.31,86.14,34.78,165.26,7.7674,132.7602
865,648.80,251.42,74.05,40.72,8.74,73.9356,114.8602
896,753.41,793.61,35.51,14.94,178.25,0.0000,9.6934
868,462.75,537.93,38.94,32.47,121.57,17.9205,25.3238
864,522.69,63.79,80.64,50.41,156.61,89.5652,168.6476
