气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,721.31,159.94,50.51,37.14,159.65,8.2167,48.7355
10,830.11,195.05,53.94,40.98,31.11,8.1551,61.3392
25,740.94,205.16,67.29,38.46,167.50,11.1521,89.5721
32,519.01,339.03,60.68,47.23,7.88,9.6514,89.4694
33,758.61,85.10,77.69,36.32,17.89,11.7784,112.7926
67,582.01,143.86,74.75,39.72,18.29,8.4128,114.1660
70,253.64,338.35,80.49,46.89,10.72,7.6407,156.2617
72,602.30,5.17,101.17,45.63,155.62,7.8434,240.2892
263,661.14,327.43,71.02,59.10,15.46,11.1477,153.3690
83,377.93,113.80,86.61,57.56,8.80,11.1653,222.1604
37,723.45,205.35,49.45,43.53,177.73,10.1760,54.7586
20,550.81,178.57,53.33,52.70,4.04,15.3115,77.1128
322,781.25,371.14,74.54,55.68,151.85,11.2080,159.1321
266,567.50,267.95,54.57,38.05,156.21,9.1180,58.2927
380,708.92,404.24,66.65,25.67,11.81,9.4507,58.6576
414,395.67,411.85,72.87,41.95,152.57,6.2144,114.6018
439,657.80,581.09,67.25,40.88,5.57,10.7045,95.1195
456,403.62,478.17,100.42,45.46,146.11,13.1366,235.8689
484,704.20,520.12,46.41,41.82,1.66,7.8471,46.3468
17,609.61,43.20,83.92,47.04,1.77,12.1470,170.4323
554,441.88,523.07,65.07,55.71,176.75,11.7064,121.3726
57,570.95,89.04,48.69,47.72,173.30,8.0254,58.1999
572,538.96,565.18,87.82,52.31,149.25,19.6397,207.5506
530,354.35,598.12,44.82,38.13,10.12,5.8640,39.4180
580,456.60,605.53,70.96,57.72,177.02,9.2560,149.5162
595,717.42,666.71,85.54,45.35,12.56,12.8455,170.7045
597,714.75,611.95,57.96,45.13,47.51,7.5886,78.0124
588,596.84,609.12,63.77,40.13,151.42,12.8440,83.9594
287,565.22,320.70,31.69,30.56,90.76,7.9163,15.7919
358,633.97,411.17,74.17,35.51,178.39,9.7426,100.5058
682,638.59,677.03,57.04,38.55,12.34,10.9515,64.5199
735,519.26,767.24,48.48,46.88,174.97,9.5260,56.6831
736,404.42,734.25,76.64,49.01,166.42,7.2056,148.0821
42,645.83,124.75,115.42,43.92,4.22,9.9941,301.0170
8,486.89,69.18,84.48,41.95,165.22,10.8918,154.0250
802,727.67,377.25,82.86,44.41,37.26,14.5583,156.8488
811,587.64,359.99,91.16,46.79,5.10,13.6723,200.0691
812,874.53,646.90,61.67,48.49,153.62,5.6598,94.8754
813,846.61,302.50,47.87,38.49,23.53,6.9546,45.3734
814,317.04,318.77,46.36,43.99,174.48,6.9208,48.6306
815,438.60,154.18,99.87,53.23,7.33,8.4306,273.1794
816,591.84,672.39,44.40,42.94,4.63,9.1335,43.5432
817,280.76,569.44,76.53,47.74,7.54,9.1209,143.8496
818,316.44,705.76,73.05,38.02,170.11,6.9600,104.3819
819,876.75,497.31,60.35,36.21,25.85,6.9165,67.8481
820,423.40,662.46,66.53,34.87,10.11,8.5383,79.4109
821,825.23,517.31,66.17,43.99,31.19,7.0004,99.1030
822,313.17,767.37,54.04,41.76,146.99,5.9271,62.7516
823,884.71,340.83,37.07,35.24,0.84,6.1661,24.9146
824,538.81,460.58,45.97,39.01,8.07,9.3548,42.3989
825,752.42,513.59,60.58,45.58,17.99,7.5459,86.0373
826,692.70,471.33,55.14,43.70,152.26,6.7282,68.3688
827,597.37,555.96,43.99,41.70,176.16,7.9241,41.5105
828,538.86,710.38,38.29,37.72,0.19,8.4157,28.4463
829,403.65,222.62,71.80,43.53,163.76,7.2159,115.4550
830,434.13,328.48,60.00,40.56,149.18,8.2433,75.1172
831,365.14,210.48,44.23,43.81,0.07,7.6572,44.0892
832,802.71,605.82,73.46,52.85,159.08,8.2285,146.7332
833,593.52,210.68,38.16,37.08,96.99,6.7466,27.7823
834,782.17,458.66,41.19,34.72,9.48,6.2522,30.3005
835,566.72,413.66,69.03,37.13,170.65,10.8462,91.0191
836,439.13,263.30,66.66,58.63,145.25,15.5633,134.0489
837,479.42,269.90,78.93,45.82,147.22,9.5948,146.8414
838,642.65,550.75,54.76,35.02,7.87,9.4795,54.0258
839,872.73,770.56,25.49,23.00,2.43,3.8639,7.6888
840,755.95,621.55,22.51,21.79,90.29,6.1661,5.6815
841,766.70,444.18,34.03,24.68,23.55,9.6810,14.7067
842,692.78,772.21,77.24,48.98,176.31,11.8857,150.3393
843,538.85,534.16,31.16,28.31,178.52,10.7484,14.1417
844,464.28,241.43,77.08,41.79,146.62,6.9155,127.7298
845,652.88,536.57,51.93,39.43,6.25,8.0566,54.7034
846,676.56,401.24,36.11,33.74,175.98,6.6273,22.6415
847,705.99,63.21,33.57,32.67,96.67,6.7903,18.9406
848,531.99,188.74,78.17,44.05,172.56,13.3418,138.4677
850,782.62,60.31,62.73,49.60,25.47,6.1550,100.4135
852,649.60,777.26,63.83,52.23,144.84,9.2051,109.4874
853,722.47,73.63,52.68,37.53,20.47,10.3933,53.5845
855,765.54,783.93,33.34,27.56,1.66,5.7797,15.7555
856,569.75,770.43,74.09,47.17,2.31,10.3129,133.1846
517,413.69,444.49,82.13,42.93,149.14,6.3205,148.9730
760,462.26,441.92,59.67,35.65,4.31,8.3882,65.3029
867,500.92,4.07,24.43,8.41,179.11,2.7350,2.5834
879,441.82,6.85,31.15,13.87,178.83,7.0352,6.9255
893,434.86,793.68,92.48,50.73,153.23,28.1772,223.2255
896,751.25,792.97,54.34,22.12,176.34,4.6426,33.5987
864,525.37,56.49,68.10,45.03,147.64,16.6076,107.4584
35,519.87,39.27,57.97,43.56,177.63,12.6065,75.3148
901,782.17,795.87,56.54,20.87,7.88,8.6336,34.3266
689,713.60,685.53,49.53,44.22,178.31,10.0649,55.8195
316,653.88,240.81,92.35,42.56,1.15,7.8643,186.7240
851,585.46,776.96,60.92,43.73,178.47,7.0710,83.5026
903,435.65,795.47,97.59,55.17,153.54,0.0000,270.3282
849,736.61,335.58,55.38,41.86,3.94,17.2678,66.0375
886,538.83,582.16,63.26,41.41,159.89,37.1021,85.2615
