气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
1,439.08,189.24,100.15,58.76,6.19,9.7607,303.2195
2,379.73,145.91,86.14,58.14,3.94,8.9261,221.9305
3,587.81,401.12,96.19,49.11,10.38,11.2083,233.7991
4,873.48,667.54,58.55,50.85,170.01,4.9082,89.6985
5,848.67,324.96,46.70,38.24,28.29,7.2671,42.9064
6,875.64,521.41,59.97,35.62,22.46,7.3729,65.9028
7,278.81,597.65,77.09,47.35,4.70,8.1733,144.7763
8,600.80,644.64,66.21,37.12,150.63,8.8935,83.7165
9,802.36,635.32,69.86,52.39,153.37,8.0551,131.5444
10,821.18,543.37,60.86,47.91,26.19,7.2824,91.3067
11,255.95,363.48,77.25,46.74,8.76,7.0544,143.4798
12,354.86,622.88,43.47,38.39,8.02,7.1349,37.3176
13,315.54,338.70,47.07,43.74,173.61,6.8071,49.8537
15,419.77,693.97,61.64,39.25,12.55,9.0311,76.7099
16,721.43,191.26,50.30,39.17,171.56,9.6699,50.9708
17,697.89,499.04,51.34,46.36,172.62,8.9202,62.8718
18,784.51,481.99,36.79,35.45,179.38,6.8712,24.6791
19,474.98,463.95,39.97,37.65,173.57,8.8148,30.9367
20,597.11,583.47,41.88,40.71,176.76,6.2163,36.7276
22,367.33,231.02,43.38,41.62,1.01,6.3204,40.2893
23,826.50,218.02,53.25,41.82,32.23,6.4979,61.0065
24,660.25,359.33,69.25,61.19,178.39,13.3254,150.9484
25,710.88,640.17,57.45,47.60,39.03,10.0849,80.8388
26,520.41,372.38,62.41,44.86,6.26,9.9808,89.8988
27,634.25,449.34,74.83,34.55,178.12,10.9673,99.5301
28,738.10,365.77,56.30,42.92,7.69,7.8481,69.9763
29,435.06,363.33,61.71,36.85,153.26,9.6615,72.2010
30,567.98,119.36,47.69,47.12,175.92,8.3038,55.1320
31,591.80,703.75,44.11,43.48,2.52,10.0688,43.5331
32,537.78,741.28,38.34,36.59,3.97,8.9984,27.6688
33,750.71,541.64,56.87,46.16,19.03,7.7241,76.7947
34,539.71,491.96,41.59,37.81,1.31,7.8219,33.6530
35,542.14,603.29,83.75,53.58,149.83,8.8729,193.3472
36,560.24,347.87,32.57,30.04,92.31,9.7266,16.3919
38,642.98,159.25,114.36,48.64,4.92,12.6428,327.2569
39,539.31,564.27,30.09,28.54,178.21,6.3845,13.2972
40,570.65,300.06,59.32,42.09,146.21,9.2221,76.2001
41,486.12,309.32,82.78,45.29,148.19,15.6095,159.6668
42,703.24,547.20,45.10,42.19,3.54,8.0001,44.1595
45,740.75,242.15,54.65,43.35,174.60,9.6211,66.6040
48,599.27,40.40,97.41,46.58,160.56,9.5359,227.3860
52,408.03,509.82,85.37,48.25,150.28,10.0095,180.9143
53,533.81,225.01,84.10,47.49,163.53,13.7660,172.8220
55,514.92,75.44,69.48,48.17,173.70,6.6205,119.6192
56,608.01,79.94,81.74,45.84,2.43,9.4275,157.5951
57,651.80,567.36,55.04,42.60,173.90,10.8835,66.3864
59,716.17,236.43,45.55,44.11,4.67,8.7399,47.0766
60,721.95,104.77,57.77,30.82,29.44,9.3708,52.9284
61,707.59,436.58,66.73,28.07,10.46,15.0752,64.3071
62,594.06,238.32,38.20,35.94,88.94,6.7749,26.9749
63,778.69,405.04,80.19,55.56,159.85,10.0197,183.8145
64,467.86,279.72,79.19,42.50,146.35,9.6638,137.1210
65,414.52,477.12,99.08,50.88,158.07,7.8999,256.9974
67,635.14,716.07,56.21,41.13,26.59,9.1676,66.8583
68,409.20,255.38,68.56,44.73,164.21,8.7115,108.1660
69,657.60,614.90,65.65,40.74,174.62,8.5596,90.3184
70,318.76,730.59,70.50,40.30,161.62,8.0672,103.0587
71,575.03,178.56,70.90,43.27,13.53,9.1142,111.8919
72,643.33,585.24,48.96,35.07,176.30,13.1170,43.2489
73,769.89,82.49,90.25,60.88,31.77,6.9587,255.1259
74,751.33,117.87,84.77,39.03,23.05,15.7407,144.2782
77,493.57,102.80,91.61,45.84,162.11,8.5981,197.9098
79,722.86,407.09,73.06,37.44,36.65,8.8062,102.8212
80,436.86,292.69,62.06,55.59,6.65,5.7383,110.1377
81,551.95,203.99,59.20,41.34,151.30,10.1110,74.5206
89,405.79,763.78,77.79,49.92,167.66,7.5792,155.4043
37,716.86,707.55,83.16,56.14,12.21,10.3216,199.7383
200,884.40,360.11,40.50,34.66,23.10,6.0641,29.2454
201,529.02,4.70,29.87,11.35,1.07,26.7133,5.2104
202,830.69,8.54,89.57,29.30,170.41,4.8299,120.9336
203,746.71,4.83,48.17,17.61,2.15,10.6271,21.0286
204,752.43,645.53,23.28,22.88,179.26,7.0586,6.3791
205,702.97,86.10,34.88,33.41,179.29,6.6136,20.9167
206,500.67,10.38,43.63,31.08,156.16,4.2711,30.4318
211,316.61,784.42,55.14,37.24,172.75,1.8170,58.2422
139,452.34,10.19,73.42,43.53,160.41,4.8204,120.7194
47,376.56,261.85,40.45,27.96,6.43,10.0582,23.5366
82,740.91,424.53,54.28,34.43,7.97,9.8293,52.1867
87,526.59,91.75,73.43,42.27,160.06,14.2958,117.2721
54,677.32,425.09,35.14,31.78,2.11,7.3059,20.1876
51,763.79,479.80,36.52,26.58,16.00,8.3044,18.2346
83,458.38,647.36,70.92,45.93,163.99,28.5639,118.8493
46,569.33,454.23,68.10,35.65,173.08,10.7165,85.0573
238,873.20,788.12,23.79,23.38,178.44,4.7849,6.8084
43,441.75,562.63,69.90,53.82,158.72,11.1917,135.2741
255,589.57,789.12,67.33,30.50,178.34,12.6897,71.1268
259,659.83,788.39,66.74,24.50,179.93,26.5433,56.1349
263,691.38,788.47,81.96,28.46,177.37,13.5103,98.3619
265,517.72,794.79,51.97,34.91,151.11,6.4015,48.5127
266,547.02,791.07,52.19,23.91,177.49,3.5150,33.5125
86,639.33,281.30,72.65,36.64,6.65,14.6153,99.4916
78,657.10,277.95,91.35,38.08,1.56,9.0168,163.5004
84,396.84,441.07,67.90,42.56,155.51,8.9283,100.9659
280,765.18,794.63,35.64,12.74,179.73,0.0000,8.3275
