气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,552.87,420.80,40.53,36.92,90.68,7.7992,31.1928,overlap
2,875.82,437.50,57.33,52.14,179.89,6.6999,88.1566,single
3,730.96,45.14,72.73,42.18,32.35,6.8422,114.7948,overlap
5,307.90,126.14,55.76,42.09,34.65,5.9879,67.3199,single
10,761.61,227.47,75.54,38.70,27.36,8.8523,113.6159,overlap
11,842.49,275.86,59.28,43.28,13.87,6.6522,78.2462,overlap
13,489.87,21.78,58.82,46.71,168.84,8.8528,83.1461,overlap
16,894.51,290.62,44.21,38.50,4.89,6.3576,38.7147,single
17,666.76,190.00,53.75,42.39,11.88,14.7117,63.0056,overlap
18,348.68,2.55,42.79,36.25,4.52,2.8699,34.1390,single
20,293.92,311.78,70.68,60.57,9.60,7.7130,155.6553,single
21,588.83,302.13,43.01,40.88,4.41,8.5586,38.9039,overlap
24,775.21,73.32,95.79,55.67,23.63,9.9785,262.7730,overlap
26,521.11,204.92,93.74,52.30,149.71,11.0532,236.4194,overlap
27,839.28,87.87,47.51,42.34,17.45,6.9643,49.1668,single
29,427.76,324.27,57.46,34.89,174.85,10.7846,59.2511,single
30,365.99,367.01,46.42,39.67,22.60,8.0811,43.9692,single
31,420.68,188.35,73.74,53.85,162.83,9.9627,150.6536,overlap
32,789.08,299.93,79.21,49.06,170.53,8.3868,158.3362,overlap
34,369.02,168.75,87.77,55.98,114.78,11.9405,221.8384,overlap
36,463.72,156.76,79.71,56.23,41.78,9.6124,183.7859,overlap
37,520.57,165.30,45.76,38.61,156.75,6.0689,41.6045,overlap
40,262.70,91.24,66.25,48.36,178.52,5.7207,109.1826,single
46,755.73,327.80,64.33,37.50,29.10,20.9419,79.8392,overlap
52,314.04,444.21,91.82,56.37,11.78,6.8995,244.4909,single
54,670.63,153.68,33.99,30.51,0.73,8.6809,18.1347,single
55,542.99,37.24,77.67,45.57,177.49,12.2853,141.4320,overlap
59,619.50,25.93,77.39,39.31,176.50,15.3059,121.1205,overlap
63,772.72,123.56,32.16,30.14,88.49,10.9034,16.0395,single
65,676.81,245.23,65.07,32.32,23.19,8.1299,70.3989,overlap
66,559.84,241.60,66.57,38.70,19.75,14.4209,88.2185,overlap
75,653.48,192.89,54.62,32.25,14.64,11.5260,49.4884,overlap
82,696.85,89.77,60.84,50.20,118.99,5.6251,95.6063,overlap
87,392.67,451.86,72.18,45.32,160.44,6.1734,121.4810,overlap
160,862.71,160.04,38.97,36.45,172.25,5.2338,28.4818,single
185,311.60,564.20,47.90,43.55,6.48,6.7520,51.4157,overlap
198,877.14,597.59,24.38,24.23,179.94,5.1570,7.4082,single
