气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,539.13,336.48,78.58,40.84,1.40,49.6305,129.7579,overlap
2,878.73,368.20,55.49,52.18,177.47,5.9357,82.6672,single
5,324.15,59.59,42.03,39.78,93.84,6.1214,36.1561,overlap
10,763.99,120.76,82.59,36.97,22.79,9.3736,129.7305,overlap
11,846.28,196.27,58.42,54.71,9.28,6.9186,96.0629,overlap
16,892.43,222.73,46.38,35.93,11.22,5.0969,39.7570,single
17,668.82,93.85,54.82,38.32,16.51,8.3129,59.2347,overlap
20,297.96,223.85,74.90,52.11,24.32,7.8065,150.4078,single
21,587.25,211.53,42.39,40.30,8.63,8.3121,37.2569,single
24,798.90,-0.10,67.93,23.16,1.23,8.0294,54.9844,overlap
26,515.26,85.34,77.15,54.33,157.45,9.6673,166.3583,overlap
27,835.83,12.06,45.72,38.08,178.88,7.4713,40.9459,overlap
29,419.58,206.59,51.56,35.52,151.84,10.5077,48.5894,single
30,372.41,281.09,43.09,38.64,6.83,7.2812,36.9140,single
31,417.33,73.81,62.48,49.41,179.20,12.8443,99.2152,overlap
32,790.77,200.29,87.09,43.14,178.88,8.2742,168.3204,overlap
34,352.03,72.61,78.82,48.88,139.75,10.1073,156.2324,overlap
36,473.88,60.77,81.49,57.83,24.49,9.3289,197.5830,overlap
40,264.04,11.94,58.54,46.06,169.71,5.7018,81.2001,single
46,769.97,219.78,59.13,40.25,27.18,7.5243,72.3984,overlap
52,318.82,364.13,88.70,55.05,28.59,5.8186,222.8132,single
54,668.78,52.45,35.44,23.33,7.71,21.5961,15.0721,overlap
63,752.26,29.30,36.92,30.98,28.64,7.0207,21.7295,single
66,563.06,120.97,62.94,41.31,20.42,9.2209,84.1912,single
75,664.84,65.69,55.72,29.72,16.20,11.5107,47.4737,overlap
87,391.30,364.25,54.72,50.83,1.31,7.3166,78.2880,overlap
160,854.02,94.79,38.69,34.03,178.12,7.9851,26.2090,single
