气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,558.44,358.37,38.79,37.04,174.05,7.9518,28.6633,overlap
2,878.06,386.14,57.58,50.71,165.45,5.3511,86.5031,single
5,318.20,75.90,48.49,40.71,28.66,4.4456,49.2526,single
10,762.59,147.27,78.49,35.75,23.20,7.2657,113.3052,overlap
11,844.52,216.94,61.95,52.52,32.03,8.4549,103.7133,overlap
16,893.48,240.47,42.87,36.72,15.07,4.6378,34.7144,single
17,668.08,118.86,54.15,38.30,14.45,7.9512,57.7619,overlap
20,296.43,245.91,76.39,52.56,21.30,6.1584,157.7901,single
21,587.98,234.39,43.89,39.11,9.76,6.2842,38.7651,overlap
24,780.57,5.50,95.50,48.55,19.18,4.9841,227.7788,overlap
26,520.47,116.21,81.41,54.15,151.52,11.6570,184.6494,overlap
27,837.00,31.04,45.02,38.89,0.40,5.4605,40.5473,overlap
29,422.28,235.93,55.16,33.18,163.22,10.7802,51.9333,single
30,371.36,302.94,43.30,38.26,7.14,6.9811,36.8947,single
31,418.11,103.37,65.34,51.09,165.56,9.4441,112.2292,overlap
32,790.15,226.79,86.40,44.05,176.02,19.4791,169.1409,overlap
34,357.12,96.39,77.48,49.85,129.61,10.1257,153.9450,overlap
36,468.85,86.11,79.47,54.37,33.74,7.0095,176.6537,overlap
37,512.17,92.65,37.21,33.90,176.29,12.2299,24.1501,overlap
40,261.29,31.21,55.60,51.08,11.57,7.4371,81.2300,single
46,768.89,247.79,60.99,38.29,23.45,9.4001,73.2621,overlap
52,316.62,383.79,93.81,52.60,20.43,7.2430,238.1077,single
54,668.25,79.65,35.40,30.04,174.27,8.1197,19.3711,overlap
63,754.99,51.51,34.96,29.66,93.18,9.6887,18.6480,single
65,687.08,158.80,66.28,29.06,17.75,12.3962,65.6760,overlap
66,561.99,150.13,63.58,43.79,23.82,12.8031,91.0718,overlap
75,661.67,97.35,54.03,30.09,15.38,9.7938,45.1956,overlap
82,684.55,11.59,50.65,39.17,11.41,7.3228,51.7077,overlap
87,394.35,386.57,64.20,53.98,170.37,8.9807,114.4738,overlap
160,856.08,111.49,38.41,33.63,176.84,5.6146,25.5213,single
185,314.51,508.68,48.46,39.78,15.22,6.2665,48.0657,overlap
198,876.57,553.24,24.00,23.38,2.53,5.9410,6.9252,single
213,694.75,355.43,85.18,39.97,4.32,8.8294,149.2125,overlap
86,470.38,169.11,82.30,38.82,173.00,11.1084,135.2889,overlap
221,658.07,372.34,69.15,50.29,24.16,11.1482,123.6946,overlap
230,426.92,382.16,94.95,52.88,150.38,9.2330,245.2402,overlap
233,725.40,305.25,64.08,51.85,2.98,8.7153,109.5155,single
15,762.75,275.97,87.73,43.37,30.65,7.8405,171.7018,overlap
77,363.73,54.87,65.42,39.77,161.21,8.1041,87.5619,overlap
261,276.78,488.78,73.20,31.96,7.43,7.7197,88.1204,overlap
247,529.12,182.47,58.50,48.76,168.44,9.4344,85.8554,overlap
