气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,541.72,641.45,39.70,38.17,4.09,8.6975,30.9463,single
2,874.47,597.17,56.51,53.66,175.10,7.4669,88.1641,single
3,732.04,270.16,57.69,36.97,11.89,8.9294,63.2992,overlap
5,316.92,281.48,54.89,41.77,135.29,10.7414,64.7527,single
6,705.50,458.58,44.49,40.35,170.97,7.4006,41.0930,single
8,838.68,144.65,56.10,41.79,39.40,5.8898,67.6540,single
9,430.53,77.04,109.98,41.09,0.15,9.4274,255.6723,overlap
10,756.20,448.47,69.25,49.96,24.18,7.9438,123.2633,single
11,832.70,462.52,67.34,43.30,29.85,7.7588,100.9930,single
12,723.33,92.77,49.62,40.63,168.12,8.9972,51.4563,single
13,514.51,264.20,60.09,44.83,177.88,9.6196,83.2720,single
16,879.62,444.25,46.99,44.79,3.36,6.9931,50.8794,single
17,682.97,409.82,52.06,47.64,168.52,8.2012,66.4290,single
18,359.14,163.84,43.50,42.89,90.99,5.5697,41.7639,overlap
19,590.87,151.37,41.61,37.69,16.88,7.7022,33.5715,single
20,285.04,509.08,75.94,49.80,19.37,8.5820,147.7723,single
21,597.40,499.29,43.46,43.35,2.52,10.3711,42.1232,overlap
22,591.02,269.05,82.89,49.09,175.67,14.0812,173.5161,overlap
23,422.14,245.03,75.13,42.24,151.99,9.8216,122.6530,overlap
24,778.71,301.74,82.44,59.44,148.27,11.7831,207.8499,overlap
26,530.49,484.25,90.23,50.83,152.60,9.3767,212.8920,overlap
27,844.53,252.47,50.81,40.34,26.05,5.8394,53.5817,single
29,424.95,591.60,54.13,39.95,1.56,9.9297,60.2257,single
30,354.48,545.06,47.43,40.83,14.60,5.8231,47.2547,single
31,434.16,442.76,64.40,47.97,175.61,10.4051,102.3661,overlap
32,798.89,529.88,75.26,53.02,172.06,8.5747,154.5015,single
33,779.65,404.01,42.20,38.45,3.87,6.2863,35.2273,single
34,392.95,412.24,99.76,49.94,144.28,8.2762,255.6793,overlap
36,431.07,380.92,84.73,69.52,163.42,7.5621,256.7266,overlap
37,534.99,390.81,45.18,40.94,6.77,9.4868,42.9881,single
38,660.01,257.47,80.77,53.94,21.56,6.8542,181.0333,overlap
40,250.84,281.32,73.41,50.75,23.96,7.8679,140.6989,single
46,721.44,548.92,62.16,47.98,54.11,8.2638,95.3659,overlap
47,736.56,130.15,64.69,35.82,167.07,11.7682,77.1247,overlap
49,557.34,193.55,57.13,37.95,151.44,11.2285,63.7239,single
52,311.77,646.41,72.45,45.92,174.37,7.9673,123.9941,single
54,674.63,347.63,32.21,31.92,91.02,6.0827,17.0342,single
55,560.12,326.15,75.37,38.54,172.43,13.3357,112.6213,overlap
56,660.11,156.89,66.22,44.48,175.10,16.7535,100.3516,overlap
57,776.91,4.59,84.60,40.55,16.13,4.0851,149.3054,overlap
58,713.22,329.65,62.71,30.61,26.69,12.3244,61.9280,overlap
59,630.49,326.42,73.72,35.79,178.28,11.5394,100.0654,overlap
60,467.26,189.44,74.33,42.24,147.61,9.7351,120.0601,overlap
63,775.35,362.80,34.68,27.32,19.24,11.0082,16.9055,single
64,655.80,469.94,57.03,44.04,5.75,8.5554,73.6733,overlap
65,655.61,505.51,71.06,39.22,11.08,10.8043,101.8778,overlap
66,585.59,522.95,62.94,40.79,171.53,10.7545,83.1416,overlap
68,454.10,159.43,74.61,43.82,151.29,10.7164,125.5086,overlap
74,438.53,202.43,70.00,58.86,112.00,8.4963,148.3799,overlap
75,639.97,470.84,46.99,38.24,10.92,13.4283,43.4337,overlap
76,531.90,108.02,70.55,52.68,157.71,12.1041,134.8949,overlap
78,389.92,151.44,77.37,43.33,147.25,8.9084,133.4249,overlap
79,585.96,68.52,71.19,47.38,22.28,9.5699,123.5495,overlap
82,725.65,303.59,52.67,50.42,92.97,3.9703,71.9562,overlap
87,400.80,667.89,71.11,46.69,160.81,8.9073,121.4611,single
160,882.96,299.55,40.18,36.67,10.25,5.5823,30.4556,single
161,758.22,568.58,26.17,22.31,5.49,7.9197,7.8597,overlap
163,716.59,10.03,39.46,38.37,26.35,4.8297,30.7389,overlap
185,310.42,721.93,46.82,46.47,88.94,6.8488,52.4070,single
35,575.93,25.38,52.38,50.01,6.55,6.0874,70.5749,overlap
198,872.21,730.69,25.01,24.59,179.46,4.7259,7.9132,single
209,518.87,695.13,55.42,46.66,176.72,9.5441,73.7151,overlap
7,381.10,40.48,88.84,58.84,6.27,9.7235,238.8954,overlap
213,692.19,696.35,83.45,42.79,3.70,10.3874,153.3046,overlap
86,461.70,525.04,84.44,51.16,4.05,10.4754,187.6466,single
84,547.62,121.66,55.08,52.56,178.56,9.5297,82.0544,overlap
221,649.80,705.70,62.70,56.69,0.59,8.7485,114.6475,overlap
85,457.91,461.51,39.80,31.74,7.26,10.4038,25.8638,overlap
230,434.82,730.83,93.93,66.63,162.78,10.3368,302.3899,single
233,712.15,616.69,56.89,50.66,177.97,12.5802,84.3307,overlap
15,720.34,589.98,91.83,48.97,17.19,12.0522,212.4566,overlap
77,391.79,346.66,72.41,37.52,143.12,6.1798,101.2243,overlap
215,578.64,696.20,78.61,53.89,19.61,9.7218,171.3251,overlap
261,276.30,760.15,65.78,46.39,175.43,8.5176,103.2646,single
247,541.02,507.19,59.94,45.65,166.33,15.5170,84.3732,overlap
51,644.62,592.98,76.40,34.96,3.76,10.9276,104.9958,overlap
42,592.47,602.82,45.53,44.00,1.40,8.7288,46.9237,overlap
267,351.83,771.33,80.33,46.86,171.00,12.0074,155.5516,single
251,738.54,144.15,51.57,43.72,8.14,7.8701,59.8000,overlap
272,650.97,44.00,117.22,49.49,9.69,12.0583,349.8291,overlap
246,776.38,738.99,107.35,52.83,18.62,7.1692,313.2163,overlap
44,743.25,7.68,66.51,36.63,28.77,6.8496,83.3700,overlap
282,631.40,787.94,95.68,42.94,15.23,14.8976,202.2078,overlap
284,307.22,788.90,28.53,25.39,169.05,8.0461,10.6304,single
266,666.59,770.39,59.43,46.41,16.95,7.5735,84.3266,overlap
289,370.93,143.14,51.86,42.28,165.09,20.0677,58.5027,overlap
70,486.15,2.58,96.08,38.30,169.24,9.7130,181.9145,single
278,498.93,784.65,48.97,38.01,1.39,15.1318,46.9003,overlap
291,647.78,169.50,72.12,43.07,15.38,19.7831,115.2656,overlap
274,768.54,787.58,80.30,53.56,172.25,10.9394,177.6664,overlap
301,521.19,799.75,107.58,41.78,5.18,60.5748,248.7652,overlap
