气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,553.52,409.88,40.38,36.59,90.13,7.1484,30.6889,overlap
2,876.04,429.00,57.87,51.11,172.65,5.6694,88.0667,single
3,732.05,30.69,72.11,40.94,29.42,7.3884,109.5278,overlap
5,308.91,116.24,54.66,43.59,34.62,6.8147,67.0106,single
10,762.54,212.94,73.79,36.05,25.02,6.2823,100.9782,overlap
11,842.47,265.29,60.29,43.60,19.77,7.1950,81.5318,single
13,485.99,8.40,52.84,44.44,6.83,8.3102,63.8321,overlap
16,894.52,282.52,44.76,36.58,13.09,5.3447,37.7073,single
17,667.65,177.96,52.42,41.36,8.39,8.7349,58.4702,overlap
18,350.08,-0.13,38.88,28.20,1.45,0.3729,21.9332,single
20,294.47,300.36,71.93,59.83,6.90,8.1763,159.2582,single
21,588.50,290.43,42.50,41.29,2.76,7.1401,38.3641,overlap
24,778.28,60.84,94.44,54.75,26.02,9.1635,251.2345,overlap
26,523.02,188.63,91.70,51.20,152.75,11.9600,221.5176,overlap
27,839.68,77.89,46.32,41.28,10.18,7.0877,45.5565,overlap
29,426.77,308.54,56.49,33.54,176.15,11.1622,55.0663,single
30,367.34,356.14,45.66,39.41,18.65,7.3728,42.2758,single
31,420.03,173.31,71.58,53.78,164.40,11.1954,141.7686,overlap
32,791.00,287.07,82.48,50.37,178.01,10.1375,176.2877,overlap
34,368.62,156.84,85.50,57.25,116.41,12.6839,215.3123,overlap
36,465.51,144.40,79.36,54.12,37.28,8.2635,175.3386,overlap
37,519.52,153.69,44.96,41.30,164.64,6.2126,42.9566,overlap
40,261.47,79.87,65.67,48.25,17.96,7.0544,107.0502,single
46,758.16,313.69,64.04,37.27,35.43,11.1297,78.6298,overlap
52,313.82,434.14,92.01,56.21,12.63,6.6895,244.8216,single
54,670.54,140.47,33.47,27.61,178.06,9.1464,15.9181,single
55,542.65,20.85,80.40,44.27,172.36,11.6021,147.2289,overlap
59,613.88,10.69,64.18,35.11,176.94,13.2316,74.3900,overlap
63,769.98,110.45,30.69,30.30,1.38,9.1365,14.6805,single
65,678.47,229.49,69.43,31.83,20.30,9.7825,78.9285,overlap
66,560.91,225.22,65.90,38.82,17.02,13.3241,86.7446,overlap
75,654.07,177.28,52.29,32.55,17.48,11.8414,45.7753,overlap
82,694.34,75.66,58.54,47.60,129.79,10.2755,83.9062,overlap
87,393.71,439.93,73.00,49.49,165.50,3.2570,135.6758,overlap
160,860.97,151.40,38.27,36.29,171.74,5.3974,27.3508,single
185,311.83,555.78,47.18,39.80,6.15,5.3688,45.5803,overlap
198,877.00,590.07,24.76,24.13,1.24,5.5769,7.6089,single
213,694.62,428.63,84.72,46.36,4.52,9.5502,171.1737,overlap
86,469.50,245.47,85.34,38.35,0.23,9.9169,143.6999,overlap
221,653.08,438.84,69.50,47.53,20.54,9.6524,118.1127,overlap
230,421.64,451.50,96.80,55.08,164.16,9.0809,265.4970,overlap
233,720.78,368.77,59.15,56.72,2.81,9.8609,102.1040,overlap
15,753.03,338.57,82.01,44.10,27.81,8.8073,152.5628,overlap
77,368.83,111.95,63.65,40.43,149.95,7.9509,84.2809,overlap
261,272.22,544.87,69.51,33.52,6.18,7.4777,83.3391,overlap
247,533.99,246.33,66.32,50.67,158.15,6.2167,114.6297,overlap
51,631.26,287.86,51.87,38.16,170.58,10.2378,52.8276,overlap
42,588.62,358.39,45.88,42.96,178.52,8.6605,46.5225,single
267,345.35,530.38,79.02,46.65,164.66,9.5220,149.8766,overlap
246,773.49,481.32,105.48,44.23,18.17,11.2062,253.1716,overlap
282,649.91,510.27,71.25,58.35,25.38,10.6628,152.4095,overlap
284,279.38,620.61,29.83,28.68,0.38,5.6589,13.1280,single
274,756.22,519.98,76.42,64.83,167.09,9.7003,194.7578,overlap
215,594.89,406.36,81.01,46.41,14.79,8.7482,156.7186,overlap
224,614.88,432.13,58.87,33.76,30.58,8.4078,60.1797,overlap
321,720.91,639.60,38.61,38.35,0.39,7.5857,29.4132,single
329,437.11,600.57,61.51,47.15,15.83,9.7439,91.7727,overlap
209,514.66,431.65,53.16,45.41,6.43,9.1579,66.0213,single
64,643.30,230.76,44.82,44.04,178.58,9.2139,45.5125,overlap
278,494.26,524.87,118.66,75.03,162.75,14.1637,543.5247,overlap
338,726.75,588.00,54.37,46.65,164.16,7.4788,70.9524,single
350,509.74,598.32,99.13,63.69,148.32,11.1804,322.0172,overlap
345,589.95,609.80,60.47,54.82,174.88,8.9807,103.1204,single
373,446.78,687.27,69.17,56.56,156.32,17.2434,139.2250,overlap
374,533.26,654.28,65.41,42.21,154.58,11.9837,92.9058,single
333,507.67,576.72,71.66,69.90,10.93,10.3887,184.6580,overlap
38,665.14,7.68,72.47,34.57,5.79,13.4138,93.4098,overlap
383,309.46,717.65,75.62,50.35,152.87,9.1894,148.1560,single
314,565.93,61.20,32.63,31.39,91.21,8.0580,17.1967,single
387,609.53,705.17,99.52,36.00,179.06,7.6133,183.4410,overlap
392,480.93,717.39,59.76,41.52,162.06,8.2605,76.2889,overlap
