气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,539.81,686.65,39.13,38.57,3.09,8.8949,30.3796,single
2,873.35,631.75,60.52,51.16,153.28,7.1659,96.3893,single
3,735.46,314.12,57.66,42.87,6.80,10.0870,73.3250,overlap
5,317.06,305.11,49.72,43.19,154.66,4.6418,54.9240,single
6,704.84,498.58,48.86,42.04,171.74,9.5561,51.6203,overlap
8,832.74,178.81,53.54,44.32,27.31,5.9421,65.3638,single
9,433.39,128.52,102.90,47.65,5.57,10.3117,259.5661,overlap
10,753.55,492.16,63.69,46.64,16.56,9.6848,97.3325,overlap
11,827.97,498.74,67.51,43.61,32.93,7.5019,102.2487,single
12,722.28,138.05,50.88,39.51,160.22,8.7467,52.6138,single
13,516.75,313.62,60.01,47.16,6.55,10.1159,87.3751,single
16,877.68,478.65,56.12,38.91,27.82,6.3496,63.0462,single
17,690.21,450.51,55.30,45.83,152.32,7.8633,72.1075,single
18,361.98,195.02,42.99,41.77,90.42,5.5223,39.7215,overlap
19,592.14,189.82,39.75,37.23,11.02,6.5500,30.2535,single
20,282.09,548.35,77.27,50.38,14.73,7.5791,154.7446,single
21,596.99,536.45,43.12,42.05,2.17,10.1224,40.2222,overlap
22,589.87,328.92,86.27,48.24,176.82,12.1743,184.7034,overlap
23,430.02,301.03,65.64,40.52,153.73,11.2584,89.8084,single
24,781.15,348.49,73.01,57.79,142.67,8.8958,158.4617,overlap
25,566.74,300.15,31.94,31.90,84.73,8.9757,16.7390,overlap
26,535.20,541.40,86.48,51.68,146.40,6.7449,198.8282,overlap
27,845.84,285.58,49.79,39.74,21.86,7.3664,50.6819,single
29,424.55,638.49,66.29,37.94,10.08,7.8721,85.7524,single
30,354.62,579.67,47.52,39.44,14.55,6.5685,45.8203,single
31,439.69,495.21,59.88,56.03,2.45,13.6023,103.3661,overlap
32,801.46,580.88,75.18,56.82,161.91,9.5785,165.1900,single
33,780.57,440.52,41.12,36.29,2.96,6.4986,31.5712,overlap
34,398.31,457.95,102.57,50.87,145.93,5.5962,275.3314,overlap
36,426.19,419.69,96.38,58.16,178.52,8.2195,277.9622,overlap
37,537.60,436.59,47.80,41.63,3.43,8.9543,48.9387,single
38,660.81,302.86,77.12,57.67,22.91,10.1309,176.4805,single
40,253.41,320.08,78.97,47.90,12.00,8.7070,153.7012,single
44,728.06,51.10,50.01,36.80,15.38,16.7010,47.3567,overlap
45,648.81,96.21,116.22,47.63,8.01,10.0836,331.0087,single
46,718.09,590.42,61.84,46.47,44.39,11.9143,91.4288,single
47,739.03,180.38,65.51,40.75,172.36,9.3135,89.9807,overlap
49,564.06,243.61,55.03,40.16,159.73,9.1288,62.5716,single
52,315.58,688.26,72.81,34.95,172.28,7.1115,95.3220,single
54,675.71,382.77,34.11,32.64,90.64,6.7197,19.5431,overlap
55,563.44,384.31,70.93,39.05,170.90,11.6104,101.0826,overlap
56,658.01,214.24,81.25,41.15,3.76,11.1072,139.7584,overlap
57,761.17,59.54,84.35,34.10,19.20,12.4240,124.8104,overlap
58,710.46,379.38,67.95,27.44,17.17,6.6819,65.1821,overlap
59,631.00,381.72,72.65,38.04,179.98,13.5561,103.2837,overlap
60,475.76,244.51,76.93,45.94,144.38,8.3424,139.8753,overlap
62,520.86,26.98,67.74,64.23,176.69,7.2438,151.6398,overlap
63,770.36,417.48,38.44,26.89,17.84,10.6654,20.4413,overlap
64,654.33,513.14,54.76,43.31,11.16,10.5568,66.8181,overlap
65,656.92,555.35,71.44,38.56,9.59,10.6899,101.2538,overlap
66,593.87,580.84,65.26,42.82,152.98,11.1665,93.8138,overlap
68,460.29,214.99,77.58,42.63,151.78,8.6486,131.9954,overlap
70,485.34,45.96,88.17,48.71,165.67,11.6641,194.8052,overlap
74,440.23,239.24,77.77,58.43,141.41,16.1279,181.8345,overlap
75,642.29,525.09,56.24,37.47,15.08,10.7834,60.9781,overlap
76,530.23,162.83,72.23,50.07,175.93,6.6626,134.3771,overlap
78,399.73,199.85,74.06,42.76,155.10,8.2870,120.6611,overlap
79,582.14,118.94,74.91,43.36,22.47,8.2964,125.1995,single
82,726.50,351.85,70.75,48.47,49.80,14.7091,124.8029,overlap
87,400.62,713.09,75.74,50.76,168.64,7.6183,149.8283,single
160,884.24,327.00,38.25,36.47,2.97,5.8935,27.4563,single
161,757.38,603.20,24.43,24.06,179.91,7.3152,7.3862,single
163,709.43,43.86,36.29,34.60,90.48,8.5425,23.4404,overlap
185,311.96,752.65,52.27,45.62,155.72,5.3689,64.1142,single
35,571.95,67.51,50.04,49.46,90.29,9.2884,63.7107,single
198,872.75,757.40,25.17,24.77,0.23,4.1415,8.0755,single
4,538.38,513.86,36.08,35.57,177.94,10.2205,23.8237,overlap
209,519.06,742.86,52.14,46.38,176.44,9.0554,64.8811,overlap
7,379.42,89.34,90.70,59.76,13.39,10.6383,252.9275,overlap
213,693.02,747.22,79.60,45.97,3.35,8.3076,149.8533,overlap
86,456.84,579.81,78.07,56.57,176.99,9.5034,177.3848,single
84,550.19,158.57,54.00,52.49,6.03,13.4611,78.7491,overlap
221,651.24,755.01,65.45,56.41,165.76,9.4986,124.3302,overlap
85,461.89,511.10,31.61,30.57,179.96,2.5550,15.7129,overlap
69,784.78,36.81,63.83,48.54,27.01,7.1945,101.7617,overlap
230,434.96,774.07,97.02,61.21,156.41,5.6760,296.3881,overlap
233,711.24,664.47,51.53,42.32,7.33,8.8744,57.8138,overlap
15,716.93,638.88,88.13,44.39,13.85,8.2169,177.3840,overlap
77,393.06,389.19,76.17,42.08,151.89,10.8311,125.6056,overlap
215,574.05,743.81,75.90,45.60,10.45,11.3174,135.1535,overlap
249,778.47,789.13,110.89,55.89,23.53,3.1959,353.5858,single
251,731.49,190.38,46.48,41.93,1.92,9.2328,46.5976,overlap
67,612.26,15.52,84.61,40.84,1.16,7.3735,150.4127,single
261,278.52,799.78,59.89,45.02,157.70,8.8283,83.0563,single
224,584.82,754.23,64.15,41.19,7.64,15.5763,87.1866,overlap
247,539.04,555.37,61.39,53.77,166.37,11.0069,104.2780,overlap
51,641.85,648.71,62.25,37.25,7.04,10.4587,74.2741,overlap
42,591.76,648.79,44.70,44.54,1.81,9.5105,45.7718,overlap
