气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,552.60,419.16,40.37,35.67,90.02,6.1404,29.9061,overlap
2,875.84,435.82,57.46,52.59,179.08,6.4432,89.3204,single
3,730.84,43.10,72.73,42.69,33.38,7.1820,116.1799,overlap
5,308.24,124.80,55.85,41.83,34.78,5.1140,67.1379,single
10,761.78,224.97,74.42,38.68,27.26,11.4372,110.1965,overlap
11,842.85,274.29,59.58,43.26,14.60,6.5352,79.0031,overlap
13,489.47,19.60,58.20,48.22,170.54,9.1606,84.0191,overlap
16,894.79,289.17,44.18,38.01,5.59,5.9931,38.1682,single
17,666.34,188.42,55.14,42.88,10.32,5.3436,67.0792,overlap
18,348.73,1.88,42.54,34.67,4.41,2.3239,32.2721,single
20,294.09,310.00,70.91,60.67,8.20,6.7432,156.9214,single
21,588.42,300.39,42.72,41.01,3.63,7.6995,38.5025,overlap
24,775.85,71.03,95.71,54.53,24.35,8.8627,256.9883,overlap
26,520.86,202.15,92.36,52.20,149.62,10.8128,229.0543,overlap
27,839.43,86.18,47.36,42.58,15.53,6.6049,49.1339,overlap
29,427.35,321.68,57.40,34.72,174.85,10.5918,58.8602,single
30,366.18,365.13,46.76,39.46,20.73,7.6286,44.3871,single
31,420.12,185.30,73.10,53.45,163.22,10.9693,146.9375,overlap
32,789.28,298.07,79.71,49.15,171.78,7.2782,160.6568,overlap
34,368.85,166.53,88.11,55.15,113.93,7.3436,220.2635,overlap
36,463.76,154.89,80.12,56.09,40.99,7.4098,185.2349,overlap
37,519.20,163.24,45.99,37.59,155.92,7.7179,40.9074,overlap
40,262.14,89.30,65.31,47.91,1.82,9.3430,105.1363,single
46,755.39,324.76,60.96,36.50,29.28,10.2072,69.7966,overlap
52,313.89,442.63,91.45,56.40,12.07,6.4262,242.6454,single
54,670.56,151.59,34.11,30.54,177.28,8.4320,18.2781,single
55,542.39,34.50,78.94,45.54,177.95,10.3516,145.9978,overlap
59,618.94,23.13,79.32,39.85,176.93,12.4643,128.9680,overlap
63,772.39,121.16,31.99,29.44,89.57,9.4531,15.4965,single
65,676.52,243.13,67.45,33.65,22.07,8.1846,78.7572,overlap
66,559.67,238.62,67.79,39.15,17.87,10.8412,92.5683,overlap
75,653.63,190.19,53.36,32.14,13.70,9.7391,47.0795,overlap
82,696.39,87.13,59.76,51.53,115.38,12.4239,94.6818,overlap
87,392.73,448.37,69.86,43.67,158.66,18.6894,109.6496,overlap
160,862.29,158.74,38.86,36.64,172.75,5.4261,28.4631,single
185,311.90,562.43,47.73,44.19,5.94,7.4215,51.7936,overlap
198,877.17,596.45,24.74,24.18,179.85,4.3992,7.6149,single
