气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,839.08,75.64,46.17,40.40,10.30,7.0650,44.3121,overlap
2,367.60,353.85,44.14,39.16,14.74,7.4209,39.2424,single
3,877.05,426.79,58.05,49.87,169.14,6.0149,86.4507,single
4,684.07,249.70,42.78,36.44,13.71,11.7023,34.3132,overlap
5,294.38,298.10,69.68,60.15,4.92,7.6874,150.2491,single
6,861.51,149.84,36.93,35.36,175.00,5.1997,24.8088,single
8,843.16,262.98,59.61,43.34,20.95,6.7062,79.2429,single
10,669.63,175.31,49.89,41.36,10.17,9.0257,52.9600,overlap
11,484.67,11.21,51.76,33.76,11.38,12.8797,46.5402,overlap
14,560.35,221.88,65.04,40.51,20.03,12.5386,88.1738,overlap
18,894.51,280.58,43.01,35.39,16.20,8.1386,33.6855,single
20,588.42,355.23,45.68,42.87,177.40,7.7113,46.0248,single
24,753.00,336.67,77.11,43.73,27.39,4.2996,133.7749,overlap
25,309.70,114.25,54.09,43.67,34.52,6.3348,65.7271,single
27,777.57,57.44,91.68,51.54,30.75,9.1446,222.9028,overlap
28,427.08,304.72,56.20,32.26,174.23,10.8899,52.4074,single
29,261.35,77.82,64.17,47.10,20.00,7.7021,99.7762,single
35,611.55,11.75,57.73,26.57,1.98,4.0632,45.5588,overlap
44,517.61,151.41,45.65,38.11,134.00,8.2845,40.8628,overlap
47,543.06,18.90,79.05,41.76,173.70,9.4297,134.2577,overlap
49,367.41,154.51,81.10,54.22,110.75,10.6036,183.4848,overlap
53,465.03,139.78,78.73,53.98,35.77,13.1886,172.1548,overlap
55,642.47,228.20,43.92,43.18,178.49,8.5611,42.8587,overlap
56,313.68,431.63,93.69,54.89,10.71,7.1055,247.8943,single
59,679.50,226.39,68.33,34.17,18.81,11.5794,82.0765,overlap
61,654.54,172.75,52.47,32.07,16.66,10.3755,45.4309,overlap
84,393.98,438.33,69.38,47.97,170.00,0.4869,118.7922,overlap
145,349.74,5.38,41.59,15.16,0.25,3.2747,13.4895,single
151,312.90,553.89,44.89,40.06,7.39,6.0561,41.5243,overlap
58,670.57,137.87,32.36,27.92,178.57,8.7590,15.0431,single
165,877.39,588.56,23.86,23.45,90.21,5.1860,6.8721,single
173,514.61,428.17,51.69,45.77,5.92,10.5040,62.9226,single
32,523.45,186.41,89.28,52.84,150.93,10.7862,216.6958,overlap
187,693.71,425.60,85.96,46.50,1.65,5.6611,176.7771,overlap
192,652.85,435.98,68.68,47.87,20.90,8.9857,116.1679,overlap
219,720.90,364.88,59.86,57.13,1.48,9.4056,105.3209,overlap
227,421.96,447.21,95.70,56.94,161.74,8.6446,268.2542,overlap
233,533.91,244.12,62.68,49.07,150.28,9.5570,99.1750,overlap
21,731.91,26.06,65.31,38.63,30.07,8.7186,84.7769,overlap
251,594.29,402.40,80.32,46.48,12.16,11.1028,154.2696,overlap
54,421.98,169.22,73.50,52.75,158.73,11.2195,146.5852,overlap
46,630.84,284.01,51.87,38.22,165.12,10.4790,52.8981,overlap
257,273.90,542.18,70.01,33.64,7.65,8.1053,84.8336,overlap
7,588.43,287.84,42.06,41.21,3.03,8.0861,37.4979,overlap
226,773.61,478.22,103.38,43.45,17.31,8.5861,238.9311,overlap
292,279.43,618.85,28.70,27.96,2.09,5.3690,11.8491,single
278,755.42,517.39,77.82,60.52,160.69,10.9491,188.5225,overlap
37,760.48,311.12,63.23,35.62,29.55,11.2119,73.2722,overlap
253,347.08,528.12,73.88,43.15,162.96,9.5719,121.1957,overlap
16,762.68,209.10,73.86,36.41,24.42,10.7395,102.1653,overlap
307,494.27,520.67,116.43,73.60,160.12,12.5089,513.3073,overlap
174,615.49,427.11,59.41,35.47,30.61,10.8446,64.3991,overlap
340,437.56,597.45,60.76,46.10,14.47,9.9524,87.5434,overlap
342,721.12,637.42,36.83,36.64,90.16,6.7325,25.5766,single
369,590.26,606.86,59.47,53.64,171.73,9.5050,97.6036,single
376,727.03,585.32,53.97,45.55,164.62,7.6094,68.2510,single
386,508.64,594.45,96.45,58.43,151.67,11.0064,279.6390,overlap
13,554.69,406.59,40.80,35.76,91.40,7.7139,30.6268,overlap
410,533.06,649.90,62.70,41.05,150.76,11.9315,83.0201,single
413,309.11,714.23,72.66,48.26,149.18,8.3939,131.0751,single
36,667.11,9.10,70.42,24.05,0.99,4.9802,61.3721,overlap
359,505.59,568.92,71.55,61.62,126.03,11.6153,162.2837,overlap
30,565.91,58.70,30.93,30.12,88.25,7.5106,14.8198,single
435,633.74,725.29,86.29,41.13,1.50,11.2197,157.5403,overlap
442,481.83,715.07,56.95,38.58,165.92,10.2015,64.3742,overlap
408,445.14,685.59,65.70,54.25,135.54,10.0640,120.4797,overlap
79,694.94,71.72,56.59,48.96,129.94,9.1382,80.6638,overlap
456,728.33,751.17,63.62,45.24,35.66,8.0450,94.1934,overlap
466,763.74,745.99,72.92,46.36,33.83,8.9874,126.8032,overlap
432,607.89,699.48,100.14,39.06,178.30,10.6534,201.5059,overlap
31,769.13,107.67,30.41,29.83,1.20,8.0837,14.1919,single
39,789.39,284.32,77.74,47.56,176.61,9.3396,147.8475,overlap
474,405.49,751.95,42.18,25.26,166.09,9.9880,23.1241,single
484,341.51,769.36,79.75,40.45,2.34,11.0620,132.3638,single
485,773.75,227.17,42.84,30.15,2.34,9.0325,28.4675,overlap
491,239.69,787.06,43.59,29.82,179.41,2.6281,29.1464,single
499,664.80,506.25,47.80,37.41,95.30,7.6742,43.9653,overlap
40,368.51,107.38,62.18,35.76,158.78,6.4409,71.1381,overlap
254,648.30,507.62,70.61,58.42,20.30,7.8743,149.8279,overlap
503,771.18,548.66,44.15,36.51,39.34,9.2466,36.6204,overlap
505,704.63,789.42,54.96,39.29,158.87,5.2830,61.0490,overlap
516,673.28,786.56,72.46,29.64,5.15,11.7554,80.0764,overlap
523,836.68,789.23,41.07,20.80,179.57,6.8672,18.0499,single
52,469.38,242.62,86.61,38.67,179.76,14.2574,149.2096,overlap
83,448.68,210.48,38.75,34.38,174.77,7.1862,26.5605,overlap
473,707.51,76.39,44.54,33.56,118.40,7.0726,34.2505,overlap
527,672.65,794.98,62.74,29.34,19.36,5.5618,59.4053,overlap
528,456.90,699.70,47.79,43.54,102.41,2.0872,51.1629,overlap
529,720.99,364.95,59.54,57.06,1.50,9.3469,104.0770,single
347,730.05,267.09,13.60,10.96,101.64,4.3963,1.0425,single
