气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,838.97,86.39,47.03,40.43,15.24,7.5398,45.9933,overlap
2,366.39,365.66,44.14,38.83,18.19,6.8384,38.9165,single
3,876.31,436.65,56.68,50.21,175.51,6.2241,82.9755,single
4,686.87,262.11,42.86,38.60,17.79,7.1308,36.4904,overlap
5,294.27,310.20,69.20,59.30,8.53,9.2079,146.1121,single
6,862.92,158.81,37.00,35.44,174.49,4.8398,24.9624,single
8,842.14,274.36,58.46,42.55,13.48,6.7945,74.8219,overlap
9,849.26,6.67,30.43,13.91,179.07,7.1151,6.6303,single
10,668.08,188.33,50.58,41.60,7.83,9.0649,54.7574,overlap
11,488.97,19.70,54.73,44.56,171.88,9.5836,68.6630,overlap
14,560.42,240.03,65.22,39.71,17.60,14.5365,86.8956,overlap
18,894.71,289.34,43.09,37.48,6.59,5.3831,35.8118,single
20,588.74,369.48,45.75,42.88,174.62,8.7385,46.1720,single
24,750.87,350.57,76.97,44.42,27.05,6.6522,135.4015,overlap
25,308.67,124.51,54.46,42.18,31.83,5.8876,64.3698,single
27,776.17,71.85,91.85,53.82,27.08,7.9383,233.5898,overlap
28,428.22,321.51,57.22,33.96,173.34,10.1229,57.1949,single
29,263.00,90.25,65.15,46.05,2.81,5.8809,100.5639,single
35,614.73,24.76,62.74,33.29,3.50,15.1231,67.4013,overlap
44,519.83,163.43,46.24,35.68,144.36,7.9690,39.2392,overlap
47,544.12,34.90,77.88,44.34,177.77,11.2635,138.3564,overlap
49,368.72,168.18,80.86,54.31,113.55,10.0882,182.6813,overlap
53,463.11,154.81,76.42,57.59,38.07,9.0309,173.0394,overlap
55,645.07,242.90,46.72,43.78,175.37,11.4382,49.1685,overlap
56,312.91,442.55,90.69,55.87,9.18,6.6443,236.3956,single
59,675.85,243.18,69.22,34.24,20.49,12.2606,84.4039,overlap
61,653.04,190.33,52.26,31.90,14.58,12.1954,44.8180,overlap
84,393.38,450.33,71.40,47.60,160.46,6.9370,124.8324,overlap
85,420.72,5.94,51.68,18.73,177.56,31.1273,25.7348,single
145,350.19,7.98,42.35,20.88,4.54,3.4164,19.2704,single
151,312.34,563.32,45.21,42.37,6.90,6.3413,44.5456,overlap
58,670.82,151.65,32.57,28.21,0.83,9.1030,15.3979,single
165,877.26,596.99,23.89,23.49,90.66,5.0310,6.8955,single
173,514.55,444.23,52.22,44.92,11.04,10.1155,63.0190,single
32,522.79,203.87,90.47,54.01,150.46,8.0571,227.4345,overlap
187,694.99,440.86,87.96,46.40,179.18,14.0313,184.7141,overlap
192,653.37,451.21,67.58,51.11,16.54,11.2184,120.0942,overlap
219,720.27,380.16,60.00,57.09,10.34,7.6579,105.7360,overlap
227,423.33,463.55,98.60,53.47,161.77,10.2050,267.4167,overlap
233,533.65,259.43,63.41,48.90,154.47,8.6370,101.1496,overlap
21,732.12,40.97,69.63,40.61,27.03,9.3955,101.2705,overlap
251,594.24,419.93,79.40,45.72,8.83,11.9508,148.2843,overlap
54,421.81,185.57,72.52,52.25,157.68,12.0175,141.3496,overlap
46,632.96,301.09,53.17,35.52,168.84,9.7497,51.6571,overlap
257,273.45,554.60,68.55,34.73,6.21,8.1311,83.9753,overlap
7,588.45,300.99,42.10,41.54,2.79,6.9733,37.8776,overlap
226,773.13,493.09,103.19,42.04,16.87,10.0969,230.2729,overlap
292,280.85,627.92,29.61,28.20,177.06,5.7939,12.7223,single
278,756.36,534.90,75.49,64.09,163.19,8.2489,187.8714,overlap
37,757.95,327.81,67.49,40.17,36.62,7.3817,94.1399,overlap
253,349.13,542.63,69.09,43.51,164.96,8.5537,106.8507,overlap
16,762.08,225.43,74.92,37.53,26.76,8.9529,108.3736,overlap
307,493.25,537.63,119.47,76.10,163.09,11.7740,558.8062,overlap
174,613.32,443.33,60.69,34.75,27.56,9.5872,65.8626,overlap
340,437.72,612.89,60.51,46.76,19.56,8.8075,88.0913,overlap
342,721.03,648.03,37.65,37.20,178.79,4.8157,27.1234,single
369,590.27,623.34,59.33,53.72,176.10,10.8352,97.2778,single
376,728.49,597.38,51.22,45.25,165.45,8.0410,61.0826,single
386,512.55,614.00,99.61,57.49,154.04,12.1263,293.4295,overlap
13,553.02,418.94,39.84,35.32,90.80,8.2859,28.8352,overlap
410,535.74,669.17,64.98,39.67,153.00,12.4179,86.1789,single
