气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,841.83,179.13,48.87,42.78,15.06,6.5865,52.5733,single
2,357.39,469.08,48.28,38.06,30.04,6.5799,45.6492,single
3,875.49,529.16,57.23,51.48,169.20,6.6420,86.7465,single
4,700.61,374.52,46.90,40.40,8.60,7.4796,45.7194,overlap
5,291.00,418.61,68.81,52.45,2.34,7.7399,127.7738,single
6,876.91,238.20,37.65,34.41,168.93,5.0557,25.0999,single
8,835.98,383.07,63.14,41.19,26.03,8.9887,84.4658,single
9,850.06,73.46,44.49,42.97,3.96,6.8780,43.7456,single
10,671.47,314.19,52.47,44.40,178.62,7.9710,62.8850,single
11,505.65,156.51,62.49,41.45,172.81,8.9242,83.2898,single
14,571.51,398.43,66.79,36.97,176.64,9.4428,84.8649,overlap
15,779.92,331.09,41.67,38.53,176.28,5.4352,34.4090,overlap
18,885.84,370.26,44.78,41.82,178.71,6.4664,43.1334,single
20,591.67,500.28,44.85,43.26,174.14,9.5975,44.7600,single
24,738.04,485.91,89.57,47.55,15.63,8.1978,196.2401,overlap
25,309.80,215.15,45.13,41.97,166.47,5.3974,43.9822,single
27,777.80,204.64,79.45,69.15,15.08,10.1199,224.5720,overlap
28,428.98,474.95,52.41,35.78,169.18,10.0708,50.5699,single
29,256.40,196.50,60.80,59.08,174.95,7.3540,112.3715,single
31,782.69,236.63,39.52,29.90,13.74,9.4837,24.0276,overlap
34,733.25,11.94,55.49,32.91,175.17,6.3012,52.1253,overlap
35,620.92,192.37,76.49,31.29,175.78,11.7548,94.1852,overlap
39,796.33,429.76,56.63,42.98,5.49,9.1371,70.9262,single
43,445.75,67.88,62.08,37.51,152.08,9.7716,74.3706,overlap
44,529.79,290.47,44.08,40.27,167.54,9.5998,40.2545,single
47,552.11,199.30,72.13,35.30,173.98,13.4047,94.4885,overlap
49,387.69,309.37,91.90,59.05,138.16,9.0235,256.5507,overlap
53,444.20,284.91,79.82,67.56,139.90,8.9652,221.4313,overlap
55,654.29,371.57,49.98,40.77,9.01,9.0281,52.4014,overlap
56,312.74,552.51,73.87,56.25,171.32,7.6251,157.9367,single
59,662.21,391.11,67.69,37.71,15.31,11.6849,88.8861,overlap
61,642.41,351.42,55.90,34.63,19.15,10.4207,55.6656,overlap
64,369.12,43.08,70.89,44.48,137.50,10.7974,115.0061,overlap
67,442.99,46.43,80.51,39.31,170.10,11.0679,131.0913,overlap
68,542.86,82.95,65.11,33.59,151.99,9.9031,73.2629,single
74,654.22,37.58,70.67,49.01,146.68,13.3868,125.9238,overlap
79,719.59,213.38,51.61,48.86,176.56,8.2112,66.9499,overlap
83,449.78,353.37,36.80,29.88,179.35,10.2855,20.8173,overlap
84,398.52,571.03,68.54,46.47,153.27,9.4098,112.3030,overlap
85,442.88,108.07,53.70,51.98,103.84,9.8765,77.0979,overlap
