气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,844.22,233.98,47.75,40.27,18.45,6.4051,47.2339,single
2,354.60,525.74,45.72,40.35,20.23,8.2204,43.3871,single
3,875.66,579.98,57.89,50.45,172.03,5.6415,86.9682,single
4,704.42,436.44,42.71,42.39,174.04,6.9338,39.7898,single
5,287.99,485.67,73.64,49.07,19.62,8.2159,136.9059,single
6,882.25,283.87,38.59,34.93,177.36,6.2483,26.7598,single
8,833.40,442.32,65.28,41.11,31.92,7.6045,90.1334,single
9,841.82,125.92,52.31,41.81,40.85,6.4221,58.8606,single
10,679.92,385.78,52.43,45.88,172.55,8.2663,64.8784,single
11,512.31,236.04,58.84,46.18,174.31,10.1448,82.2494,single
13,542.87,615.27,38.27,37.74,93.01,8.4158,28.4354,single
14,580.97,490.33,68.15,38.55,172.29,11.2725,92.0966,overlap
15,779.82,384.07,42.52,37.65,6.98,5.8926,35.0130,single
17,379.55,18.92,88.58,40.88,1.66,4.4186,165.0029,overlap
18,880.86,422.60,44.16,43.67,179.60,6.6813,43.8177,single
20,592.12,576.26,44.52,43.80,2.87,7.9444,44.6730,single
24,724.63,559.84,92.53,50.73,17.69,11.1979,223.4815,overlap
25,318.57,264.49,54.80,39.81,151.18,5.4715,61.5035,single
26,724.09,66.63,47.64,40.50,161.94,8.6140,47.2934,overlap
27,776.77,276.96,85.15,62.67,151.59,8.6074,233.7877,overlap
28,427.76,560.85,50.03,38.14,169.36,12.0324,49.1090,single
29,251.63,260.36,71.94,53.30,28.59,7.2246,141.9160,single
31,778.91,329.82,35.76,28.08,32.76,12.2661,18.4700,single
34,737.25,99.26,61.91,39.65,169.35,10.6373,78.1657,overlap
35,628.10,292.18,75.45,33.89,177.61,12.6722,99.2637,overlap
39,799.34,502.62,74.00,48.10,170.51,8.2485,135.5319,single
40,391.82,322.22,68.51,43.23,141.55,8.8534,104.3861,overlap
43,460.50,159.65,70.89,42.99,152.96,11.4947,111.1507,overlap
44,533.75,365.08,44.25,39.72,2.08,9.4470,40.0102,single
47,557.65,292.29,78.81,33.74,172.14,11.1442,107.8120,overlap
49,391.95,386.82,98.22,51.74,146.73,9.4234,256.8042,overlap
53,435.65,355.32,80.93,72.14,153.90,7.2337,243.1100,overlap
55,658.69,444.03,51.96,39.37,17.68,9.5644,54.6905,overlap
56,315.04,623.85,68.54,54.46,165.83,8.4148,131.6100,single
59,656.45,476.39,69.22,39.80,14.21,9.1317,98.1250,overlap
61,640.40,438.77,49.20,36.88,10.96,10.7931,45.9258,overlap
64,384.13,123.99,73.54,42.73,147.43,10.0437,118.9086,overlap
67,449.40,131.73,69.01,45.67,154.96,9.5329,111.9126,overlap
68,552.71,165.61,58.56,35.28,146.40,9.2446,62.2428,single
69,713.67,298.97,62.76,30.99,22.15,14.3124,62.7916,overlap
72,578.01,9.68,55.87,36.00,5.17,2.2764,57.8221,overlap
74,657.99,125.85,55.04,47.79,177.56,15.9121,74.4857,overlap
76,651.31,18.68,114.81,45.43,9.16,10.4951,308.0737,overlap
79,726.66,277.67,49.93,48.92,88.97,8.1194,62.7378,overlap
83,457.18,434.77,37.09,29.64,6.44,8.7188,20.9710,overlap
84,400.89,643.16,69.87,49.14,155.78,6.7867,123.4174,single
85,439.12,181.73,60.13,59.11,4.15,9.4625,109.9311,overlap
86,591.18,128.54,39.79,37.86,9.33,6.9866,30.8339,single
145,358.99,146.28,42.74,40.84,3.14,4.2544,38.3723,overlap
151,308.83,703.96,46.52,45.90,179.96,6.0289,51.1009,single
58,673.53,327.13,31.56,31.11,178.32,6.7427,15.9375,single
165,872.51,714.98,24.42,23.24,2.78,5.8538,7.1317,single
173,518.29,667.07,55.49,46.07,167.65,8.3480,72.9680,overlap
32,531.40,451.16,91.12,46.36,156.04,6.7630,198.0181,overlap
187,689.95,667.89,83.79,40.66,2.87,8.2359,146.8596,overlap
192,646.13,677.28,61.68,53.89,10.68,10.0885,105.4683,overlap
12,428.89,49.20,111.57,43.38,175.63,10.4014,277.7888,overlap
52,462.62,493.60,90.29,47.18,4.34,10.3949,197.9162,single
77,589.04,35.95,63.08,46.51,20.28,10.2496,95.2204,overlap
219,713.97,589.61,60.11,46.66,159.72,10.2434,86.7244,overlap
227,432.23,700.33,90.92,61.85,172.60,10.8588,263.0548,single
233,540.75,476.89,58.93,46.58,145.67,11.1662,83.2262,overlap
21,733.37,246.02,57.06,41.18,8.50,8.2903,68.9765,overlap
251,576.01,660.79,71.44,47.62,8.84,12.0276,125.0245,overlap
54,432.48,413.84,65.39,47.41,0.49,9.3389,104.3004,overlap
23,590.92,236.56,79.40,47.92,0.77,11.9399,155.4345,overlap
46,646.27,561.21,77.82,31.90,4.85,11.4026,99.3642,single
254,665.50,741.15,55.55,40.80,3.30,9.8842,64.7561,overlap
257,273.90,737.61,65.08,41.11,5.43,8.1591,89.5666,single
7,599.14,475.83,41.85,37.87,179.45,8.5947,34.1162,overlap
226,776.77,711.25,107.03,45.80,15.71,10.4199,269.8926,overlap
62,533.32,72.07,64.44,47.04,156.19,6.2679,100.4990,overlap
66,743.19,119.33,45.14,43.52,15.22,9.6034,45.6164,overlap
292,304.91,769.98,27.24,26.94,88.92,6.2084,10.2874,single
278,763.39,762.44,84.06,53.73,160.35,8.7806,195.3334,overlap
81,544.68,101.66,58.26,47.96,167.34,6.1090,83.7319,overlap
37,728.11,526.68,62.06,46.07,49.16,6.3479,91.2632,overlap
299,636.43,756.58,94.08,44.15,11.58,7.3037,201.0270,overlap
304,361.42,110.02,47.02,29.42,141.17,12.2353,33.4647,overlap
253,353.63,745.84,80.58,46.89,174.13,8.8123,156.6406,single
42,721.50,6.53,35.37,15.84,179.22,5.0639,10.1967,single
36,660.04,230.51,79.93,48.88,13.78,9.0989,160.6876,overlap
16,757.65,421.74,69.18,46.54,22.79,10.8705,114.5811,single
22,418.24,212.65,77.10,39.08,145.48,10.6275,119.5060,overlap
89,773.88,7.06,37.82,17.13,179.66,32.6737,12.6003,single
259,645.54,139.06,74.42,39.53,17.98,11.0489,112.6179,overlap
